Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_c.AVG_Signal	KHYG1_ctrl_c.Avg_NBEADS	KHYG1_ctrl_c.BEAD_STDERR	KHYG1_ctrl_c.Detection Pval
ILMN_1710413	89.97656	18	3.474537	0.9857143
ILMN_1722752	89.96666	21	2.586207	0.987013
ILMN_1862180	159.4817	20	5.06438	0
ILMN_2263144	310.4827	34	8.693906	0
ILMN_1722674	170.0471	27	4.460674	0
ILMN_1656193	102.2087	20	4.513603	0.2207792
ILMN_1663068	97.55268	15	4.432555	0.5857143
ILMN_1788968	98.43285	17	2.79566	0.4987013
ILMN_1749234	95.45182	28	2.093225	0.7714286
ILMN_1658111	102.3176	18	2.446309	0.2181818
ILMN_1701376	103.0871	16	4.198981	0.1805195
ILMN_3307505	100.9162	19	3.155154	0.2987013
ILMN_3307579	96.06237	23	2.628662	0.7090909
ILMN_1791461	106.1227	18	4.504775	0.07142857
ILMN_1670545	94.13651	12	4.841962	0.8675325
ILMN_1699449	132.0063	27	4.985369	0
ILMN_1660927	130.1442	23	4.686438	0
ILMN_1765287	104.1128	18	2.802438	0.1467533
ILMN_1759991	1155.497	21	35.14175	0
ILMN_3228954	98.94283	23	2.277391	0.4454545
ILMN_3305563	99.54156	22	2.734609	0.4051948
ILMN_1669122	102.152	24	2.978006	0.2272727
ILMN_1708535	103.6182	24	2.429317	0.1662338
ILMN_1702739	104.4186	21	3.620168	0.1337662
ILMN_1747568	111.4568	15	3.952687	0.01948052
ILMN_1789995	98.41226	18	2.605456	0.5038961
ILMN_3306677	96.03868	23	2.571177	0.7103896
ILMN_1731640	108.0854	14	7.133628	0.04805195
ILMN_1792433	93.59701	19	4.759575	0.9
ILMN_1740512	121.5207	23	4.283667	0.001298701
ILMN_1737283	111.3715	26	3.275903	0.01948052
ILMN_1664248	96.43998	24	2.532555	0.6805195
ILMN_1683809	100.2339	20	1.575212	0.3337662
ILMN_1773603	97.68117	15	2.892352	0.5766234
ILMN_1659110	110.0767	17	6.401985	0.03376623
ILMN_1678300	575.8942	19	29.50273	0
ILMN_1667490	100.3897	22	2.414193	0.325974
ILMN_1701289	275.7579	19	12.556	0
ILMN_1768841	109.0829	25	3.418196	0.03766234
ILMN_1732841	98.82193	21	3.089453	0.4584416
ILMN_1652072	96.72411	11	2.979165	0.6545454
ILMN_3297934	96.98401	14	4.059197	0.6272727
ILMN_1776121	93.85538	16	2.909071	0.887013
ILMN_1716555	119.1587	18	3.732414	0.003896104
ILMN_1683520	97.37788	30	2.240088	0.5974026
ILMN_1749414	94.40127	21	1.837553	0.851948
ILMN_1678234	100.1619	25	2.794545	0.338961
ILMN_3247306	97.94405	19	2.431424	0.5402597
ILMN_1810930	103.0429	17	4.336643	0.1844156
ILMN_1712916	100.0963	41	1.947349	0.3428572
ILMN_1798964	95.83173	24	2.281638	0.7298701
ILMN_1787731	95.10194	22	3.74201	0.7922078
ILMN_1780400	93.02399	20	2.303557	0.9194805
ILMN_1665515	117.9416	17	5.236486	0.003896104
ILMN_1726153	111.2425	22	3.795904	0.01948052
ILMN_2143795	1846.329	13	105.5593	0
ILMN_1653461	102.4753	22	4.716794	0.2090909
ILMN_1787169	96.27348	27	1.903651	0.6948052
ILMN_1747269	115.2347	23	4.877951	0.005194805
ILMN_1711725	102.837	22	2.84334	0.1987013
ILMN_1667804	100.3805	25	2.89565	0.325974
ILMN_1660935	106.1328	21	2.271229	0.07012987
ILMN_1761068	176.2796	23	3.131762	0
ILMN_1770765	185.1909	19	9.600652	0
ILMN_1677186	112.0982	24	3.112293	0.01168831
ILMN_1733412	108.498	21	2.574384	0.04285714
ILMN_1784428	302.8688	26	11.6423	0
ILMN_1747315	101.021	20	3.919266	0.2935065
ILMN_1767086	93.1556	15	2.804585	0.9168831
ILMN_1682685	114.9997	25	3.112868	0.006493506
ILMN_2411384	100.3396	15	3.322934	0.3285714
ILMN_1711688	92.45872	14	2.819733	0.938961
ILMN_1744623	117.6335	19	3.965898	0.003896104
ILMN_1801168	98.68597	17	3.065144	0.4753247
ILMN_1658847	239.7151	24	11.63726	0
ILMN_1768922	96.0089	25	2.268208	0.712987
ILMN_1693862	118.6475	20	4.112651	0.003896104
ILMN_3250772	98.36778	25	1.611595	0.5077922
ILMN_1772081	97.91991	26	2.58616	0.5454546
ILMN_1654823	124.0779	18	4.231336	0
ILMN_3251288	93.50152	21	2.362522	0.9025974
ILMN_1716512	93.6726	21	2.063438	0.8961039
ILMN_1749867	113.7292	20	2.291521	0.006493506
ILMN_1715698	483.4784	22	15.84609	0
ILMN_2152502	367.7895	24	14.70576	0
ILMN_1688318	970.7692	22	35.71502	0
ILMN_1663575	115.7811	26	4.835874	0.003896104
ILMN_3302356	263.2932	27	9.528522	0
ILMN_3225761	3806.728	19	143.693	0
ILMN_1678007	102.4131	20	4.630176	0.2116883
ILMN_1686750	768.0662	24	22.3751	0
ILMN_1738589	99.66682	17	3.697247	0.3948052
ILMN_1707310	92.69039	25	2.81604	0.9311689
ILMN_1657708	104.819	19	3.584901	0.1220779
ILMN_1795639	376.1317	29	9.721079	0
ILMN_1651958	109.8227	23	3.385761	0.03636364
ILMN_2071809	94.88104	19	2.456158	0.8103896
ILMN_1745697	135.9137	26	4.133232	0
ILMN_1687387	92.3616	25	3.068026	0.9402598
ILMN_1781952	100.5125	32	3.304273	0.3194805
ILMN_1803033	102.085	34	2.691382	0.238961
ILMN_2355168	98.4498	24	2.031846	0.4987013
ILMN_1802027	98.01115	24	2.829688	0.5376623
ILMN_1751956	502.5619	24	18.70015	0
ILMN_1745077	106.2523	12	6.233681	0.06493507
ILMN_2158665	93.30477	18	3.344115	0.9090909
ILMN_1656743	100.6378	22	3.179152	0.3103896
ILMN_1654129	106.0231	19	3.570714	0.07532468
ILMN_1672043	102.6277	31	3.031294	0.2038961
ILMN_2312906	99.03886	26	2.138762	0.438961
ILMN_1864900	173.6841	20	7.184883	0
ILMN_1788832	135.2669	17	3.761303	0
ILMN_2385178	397.7638	19	13.06672	0
ILMN_1752107	98.82142	21	2.616248	0.4584416
ILMN_2282077	276.6682	21	10.43149	0
ILMN_1797929	105.9924	24	4.265782	0.07662338
ILMN_1807972	147.0787	18	5.438521	0
ILMN_1785141	110.1564	23	3.135585	0.03246753
ILMN_1699634	96.63648	21	2.32463	0.6597403
ILMN_1743232	99.97493	22	2.996294	0.3558442
ILMN_1815130	117.0044	23	4.334696	0.003896104
ILMN_1664581	105.3592	23	3.242714	0.0987013
ILMN_1712291	96.77404	27	2.226962	0.651948
ILMN_1708006	589.0991	25	15.72747	0
ILMN_1653453	92.21776	15	2.475888	0.9467533
ILMN_1761858	103.3823	24	3.651015	0.1688312
ILMN_2371433	105.2343	25	3.006737	0.1051948
ILMN_1668960	226.2235	20	8.853709	0
ILMN_2165473	325.6041	18	13.35121	0
ILMN_2382648	88.15907	29	1.592139	0.9961039
ILMN_2264597	99.45406	24	4.057546	0.4142857
ILMN_1760180	97.72122	24	3.254504	0.5701299
ILMN_1746408	189.4014	18	6.342341	0
ILMN_2334322	102.4502	15	3.446271	0.2103896
ILMN_1682232	203.3457	28	5.390627	0
ILMN_1766159	106.6403	19	3.465394	0.06363636
ILMN_1805910	97.40681	12	3.72718	0.5948052
ILMN_1807074	6553.186	19	189.6424	0
ILMN_1743806	388.4937	23	16.60056	0
ILMN_1783843	142.1254	22	3.867644	0
ILMN_3237745	95.83719	26	3.162209	0.725974
ILMN_1689624	136.8644	23	3.330181	0
ILMN_1799293	96.96585	23	2.079324	0.6285715
ILMN_1746025	161.404	22	6.477619	0
ILMN_2322986	110.7366	16	3.658884	0.02207792
ILMN_2306692	106.4075	22	2.584882	0.06363636
ILMN_1717101	106.3596	29	2.661993	0.06363636
ILMN_1664994	137.1418	23	3.515643	0
ILMN_1680644	186.181	18	10.21817	0
ILMN_1674353	94.0271	17	3.440866	0.8779221
ILMN_1676490	99.80451	19	3.066365	0.3805195
ILMN_1669070	166.4944	15	15.03796	0
ILMN_3307654	93.48315	31	2.654975	0.9025974
ILMN_1710684	92.76724	22	3.107037	0.9298701
ILMN_3309339	108.5936	16	4.605215	0.04285714
ILMN_3309473	101.7883	18	2.835225	0.2584416
ILMN_3308946	94.64039	26	2.06213	0.825974
ILMN_3309409	104.632	22	2.689365	0.1311688
ILMN_3310186	95.00111	23	3.455462	0.7961039
ILMN_3309779	96.5371	22	4.450994	0.6714286
ILMN_3309064	96.15039	12	2.112541	0.7064935
ILMN_3309484	98.18857	20	2.691612	0.5233766
ILMN_3309614	93.24789	25	2.916561	0.9116883
ILMN_3309249	98.46642	22	2.765122	0.4974026
ILMN_3308205	100.1086	23	2.292029	0.3428572
ILMN_3309104	98.05637	43	2.074609	0.5350649
ILMN_3310855	106.7861	20	3.495239	0.06103896
ILMN_3309164	118.4508	21	4.267524	0.003896104
ILMN_3309859	95.48707	21	2.491473	0.7662337
ILMN_3309001	96.27599	29	2.277025	0.6948052
ILMN_3309109	105.6985	30	2.294429	0.08701298
ILMN_3309904	97.60169	22	2.979616	0.5805195
ILMN_3309884	97.75273	29	2.256695	0.5675325
ILMN_3310391	103.8236	30	3.069572	0.161039
ILMN_3310700	102.0011	25	2.622553	0.2467532
ILMN_3310890	96.71116	23	2.674615	0.6571429
ILMN_3308758	93.75275	18	2.504836	0.8922078
ILMN_3310673	100.0307	24	3.278607	0.3493507
ILMN_3309524	97.08309	18	2.626847	0.6116883
ILMN_3310306	117.1285	23	4.946015	0.003896104
ILMN_3308931	95.66218	22	4.203889	0.7441558
ILMN_3309649	97.52617	19	3.282243	0.587013
ILMN_3308320	103.0129	16	3.769653	0.1857143
ILMN_3308663	204.5818	24	9.47798	0
ILMN_3310720	94.43117	15	2.893689	0.8493506
ILMN_3308520	99.05963	25	2.327714	0.4376623
ILMN_3308876	107.4321	19	4.022682	0.05324675
ILMN_3308475	96.69694	15	2.767934	0.6571429
ILMN_3309041	104.9337	16	4.014354	0.1168831
ILMN_3309304	98.80612	18	3.209885	0.4584416
ILMN_3309559	96.88828	17	4.983705	0.635065
ILMN_3308545	103.4751	23	3.381362	0.1675325
ILMN_3308708	102.7076	20	3.183718	0.2012987
ILMN_3308355	93.82072	22	1.511321	0.8909091
ILMN_3309448	97.39192	17	3.064647	0.5961039
ILMN_3308773	97.37653	29	3.082244	0.5974026
ILMN_3308395	98.48894	22	2.561612	0.4961039
ILMN_3311035	104.625	20	3.348728	0.1311688
ILMN_3308901	98.26661	23	3.691089	0.5155844
ILMN_3308828	105.804	30	2.477543	0.08441558
ILMN_3308896	92.36546	21	1.632663	0.9402598
ILMN_3309046	92.89597	17	2.145232	0.9272727
ILMN_3311130	95.13054	22	2.209379	0.7896104
ILMN_3309990	96.69095	17	2.326666	0.6571429
ILMN_3311055	99.65366	30	3.360778	0.3974026
ILMN_3310543	98.64317	19	2.771398	0.4818182
ILMN_3310865	92.99677	22	2.22803	0.9194805
ILMN_3308118	108.5393	15	4.160677	0.04285714
ILMN_3308743	114.6171	19	3.875678	0.006493506
ILMN_3308073	101.1446	27	3.85856	0.2883117
ILMN_3309729	94.04012	17	1.762772	0.8779221
ILMN_3310830	94.28179	23	2.76759	0.8558441
ILMN_3308658	97.12628	25	2.565004	0.6103896
ILMN_3310528	102.696	13	3.95196	0.2012987
ILMN_3310030	105.141	10	5.844617	0.1116883
ILMN_3310251	94.10057	21	2.4977	0.8753247
ILMN_3308916	111.9028	23	4.417306	0.01558442
ILMN_3308315	96.56265	11	3.444126	0.6688312
ILMN_3309244	96.61805	22	3.446856	0.6610389
ILMN_3308986	103.6186	26	4.100282	0.1662338
ILMN_3310965	97.2915	26	3.461863	0.6012987
ILMN_3308098	93.53719	30	2.05038	0.9012987
ILMN_3309839	101.3833	19	2.63138	0.2766234
ILMN_3308698	99.52062	18	3.083971	0.4090909
ILMN_3310730	98.29395	26	2.470149	0.5155844
ILMN_3309094	101.1386	20	2.931839	0.2883117
ILMN_3308270	100.8038	22	2.68739	0.3025974
ILMN_3309419	107.4369	23	3.515406	0.05324675
ILMN_3310623	95.65946	24	1.513068	0.7441558
ILMN_3308225	109.8603	4	4.285923	0.03636364
ILMN_3308911	90.51409	18	4.023636	0.9805195
ILMN_3309499	92.12403	21	2.261947	0.9493507
ILMN_3309909	92.29707	19	3.977717	0.9402598
ILMN_3310093	96.91802	24	1.933742	0.6337662
ILMN_3308068	100.9259	15	2.89122	0.2987013
ILMN_3308535	93.85368	30	2.130815	0.887013
ILMN_3310960	89.82389	19	2.968793	0.9883117
ILMN_3308128	92.79285	22	2.971273	0.9298701
ILMN_3310421	101.0283	25	2.65613	0.2935065
ILMN_3308505	113.7289	27	3.641449	0.006493506
ILMN_3308220	103.9629	21	2.225528	0.1545455
ILMN_3309359	94.25426	23	1.811925	0.8558441
ILMN_3309264	100.6332	22	3.847352	0.3103896
ILMN_3308133	94.68024	26	2.038046	0.8220779
ILMN_3310075	95.02781	21	2.553541	0.7961039
ILMN_3308783	101.2873	19	1.628847	0.2831169
ILMN_3310785	98.66786	19	2.123763	0.4779221
ILMN_3309374	96.44544	23	3.185782	0.6805195
ILMN_3310411	97.16322	23	2.440504	0.6077922
ILMN_3309789	92.63451	18	3.031274	0.9311689
ILMN_3309309	101.3666	31	2.601579	0.2766234
ILMN_3310196	96.64146	26	1.937025	0.6584415
ILMN_3308693	94.92802	24	3.121048	0.8077922
ILMN_3308991	99.32317	14	4.420631	0.4207792
ILMN_3308703	96.2845	23	2.98924	0.6935065
ILMN_3310603	96.81843	22	3.674778	0.6454545
ILMN_3309119	99.88781	25	3.640305	0.3636364
ILMN_3308808	134.5838	18	4.361628	0
ILMN_3310221	93.99044	18	4.703152	0.8792208
ILMN_3308560	97.75171	24	3.12634	0.5675325
ILMN_3308103	96.46198	25	3.210323	0.6779221
ILMN_3308038	96.06722	17	1.983734	0.7090909
ILMN_3310775	104.2047	25	3.090889	0.1428571
ILMN_3310316	98.50367	16	4.240039	0.4948052
ILMN_3309433	95.02364	20	2.402071	0.7961039
ILMN_3308043	98.21033	20	2.625924	0.5207792
ILMN_3308460	106.7307	22	3.729847	0.06233766
ILMN_3308976	100.4508	23	3.376582	0.3207792
ILMN_3309284	96.38419	16	2.908288	0.6844156
ILMN_3309924	98.36977	19	2.586974	0.5077922
ILMN_3310494	93.46828	24	2.526137	0.9025974
ILMN_3309644	99.93186	23	2.625188	0.3597403
ILMN_3309849	93.10804	22	3.427245	0.9194805
ILMN_3310346	99.56583	19	3.154213	0.4025974
ILMN_3309021	98.75456	26	2.162431	0.4610389
ILMN_3309629	98.59108	26	3.29078	0.4831169
ILMN_3309274	101.2777	18	2.38856	0.2831169
ILMN_3308123	93.65164	17	4.090128	0.8961039
ILMN_3310010	97.1697	25	2.241035	0.6077922
ILMN_3309389	92.89572	18	1.926181	0.9272727
ILMN_3308290	98.36493	17	2.734267	0.5077922
ILMN_3308627	101.2429	12	2.74566	0.2831169
ILMN_3308723	96.23665	18	2.166502	0.6974026
ILMN_3308260	96.07775	22	3.652567	0.7090909
ILMN_3308612	99.65588	23	3.678921	0.3961039
ILMN_3311065	98.04756	38	2.222054	0.5350649
ILMN_3309684	92.16268	23	2.014438	0.9493507
ILMN_3309384	90.93532	19	3.352154	0.9753247
ILMN_3309834	98.12015	24	2.058626	0.5285714
ILMN_3308833	95.07492	25	2.09132	0.7948052
ILMN_3248910	154.156	25	7.506095	0
ILMN_3308305	95.36067	13	4.193822	0.7779221
ILMN_3311010	97.24734	32	2.320761	0.6025974
ILMN_3309594	103.9753	21	3.544466	0.1532468
ILMN_3310141	91.22994	14	4.356816	0.9714286
ILMN_3309289	100.7338	13	3.251464	0.3090909
ILMN_3309659	93.0297	24	2.269734	0.9194805
ILMN_3309199	92.06366	18	3.133893	0.9532468
ILMN_3308866	95.47031	10	5.68779	0.7688312
ILMN_3310201	109.8712	20	3.466006	0.03636364
ILMN_3309234	98.96705	24	2.657771	0.4441558
ILMN_3309560	97.69078	17	3.509146	0.5753247
ILMN_3308718	93.18913	21	2.740806	0.9168831
ILMN_3310088	96.37069	18	2.994003	0.6857143
ILMN_3310331	98.25008	19	2.676193	0.5155844
ILMN_3309934	98.56895	34	2.563553	0.4844156
ILMN_3311030	133.7235	25	3.238795	0
ILMN_3310765	94.52341	23	2.319969	0.8415585
ILMN_3310880	92.61559	17	4.234957	0.9324675
ILMN_3310618	103.9952	20	2.292149	0.151948
ILMN_3308015	110.8162	12	5.97815	0.02207792
ILMN_3310486	100.528	20	3.644328	0.3168831
ILMN_3308622	107.7174	20	4.587916	0.05324675
ILMN_3310151	116.2621	20	3.677221	0.003896104
ILMN_3310685	90.17459	17	3.311329	0.9844156
ILMN_3309174	99.38412	19	3.858553	0.4181818
ILMN_3308966	101.4577	27	2.417514	0.2727273
ILMN_3310216	90.81562	16	2.461421	0.9779221
ILMN_3309819	101.3092	18	3.180367	0.2831169
ILMN_3308025	101.1376	17	3.548654	0.2883117
ILMN_3308435	100.7827	14	3.474285	0.3025974
ILMN_3311075	98.12741	18	2.95709	0.5272727
ILMN_3308906	111.3892	17	4.708019	0.01948052
ILMN_3308971	96.13148	23	2.544157	0.7064935
ILMN_3308048	94.96361	18	4.388989	0.8025974
ILMN_3309478	95.08502	20	2.918162	0.7935065
ILMN_3309955	97.62888	15	4.628128	0.5779221
ILMN_3308210	95.81088	16	3.49706	0.7311688
ILMN_3308881	94.00892	21	2.745424	0.8779221
ILMN_3310461	93.34163	29	1.869594	0.9064935
ILMN_3309089	106.9565	20	3.821086	0.05714286
ILMN_3310755	91.70193	24	2.607874	0.9623377
ILMN_3308961	214.6131	13	5.522572	0
ILMN_3308188	105.3492	9	6.884243	0.0987013
ILMN_3310491	2536.604	33	88.8712	0
ILMN_3309714	103.8449	22	2.876417	0.161039
ILMN_3310236	94.07064	23	2.60598	0.8766234
ILMN_3309754	95.78564	17	2.100516	0.7324675
ILMN_3309159	100.7447	27	2.437073	0.3090909
ILMN_3309894	98.28027	27	3.239993	0.5155844
ILMN_3308803	97.3541	24	2.602017	0.6
ILMN_3308380	97.82872	30	2.62396	0.5584416
ILMN_3308951	98.86759	17	2.437948	0.4545455
ILMN_3310920	99.8008	17	3.262869	0.3805195
ILMN_3310950	102.186	28	2.412481	0.2233766
ILMN_3308738	100.755	21	2.904129	0.3051948
ILMN_3308295	97.87452	18	2.562326	0.5519481
ILMN_3309379	91.87945	21	2.519884	0.9597403
ILMN_3309054	103.282	16	6.029334	0.1714286
ILMN_3309549	105.25	26	3.799829	0.1051948
ILMN_3311020	96.47438	20	2.717406	0.6779221
ILMN_3309814	99.51443	22	2.774543	0.4090909
ILMN_3310835	91.15383	23	1.941278	0.9714286
ILMN_3310840	92.08331	11	3.380414	0.9532468
ILMN_3310171	96.96095	23	2.379741	0.6285715
ILMN_3309599	96.13359	21	2.28598	0.7064935
ILMN_3310850	102.9729	34	2.364534	0.187013
ILMN_3310770	93.02503	23	2.058255	0.9194805
ILMN_3310499	98.58681	22	2.621248	0.4831169
ILMN_3310035	113.2895	24	2.801407	0.007792208
ILMN_3310025	98.41938	15	2.561752	0.5025974
ILMN_3311005	99.06656	17	4.342123	0.4376623
ILMN_3308597	95.2402	24	2.131092	0.787013
ILMN_3309074	97.15205	23	1.989256	0.6090909
ILMN_3311045	97.18412	24	2.244388	0.6051948
ILMN_3310613	98.82645	16	1.722212	0.4584416
ILMN_3310446	94.73555	22	2.456033	0.8155844
ILMN_3308565	96.77564	24	2.927065	0.651948
ILMN_3310376	97.79574	27	2.900071	0.561039
ILMN_3311015	101.877	11	3.78051	0.2532468
ILMN_3308688	94.14161	15	2.698641	0.864935
ILMN_3310326	98.90234	18	3.075557	0.451948
ILMN_3308485	101.3222	20	3.574426	0.2805195
ILMN_3308936	100.0592	26	2.55581	0.3454545
ILMN_3309084	97.57037	19	2.439547	0.5857143
ILMN_3309529	95.40476	25	2.26185	0.7753247
ILMN_3309294	102.0239	21	2.331972	0.2441558
ILMN_3309224	102.14	23	3.064216	0.2285714
ILMN_3308798	98.79095	23	2.271329	0.4597403
ILMN_3310401	98.70298	19	3.060131	0.4714286
ILMN_3310573	100.9035	21	3.816245	0.3
ILMN_3309534	156.1716	21	7.113723	0
ILMN_3310985	91.17921	19	3.457369	0.9714286
ILMN_3308981	98.0889	15	3.430192	0.5311688
ILMN_3308093	110.3028	12	3.712071	0.03116883
ILMN_3309031	96.90143	24	3.141267	0.635065
ILMN_3310356	98.25087	17	3.970371	0.5155844
ILMN_3309624	99.98731	23	1.991909	0.3519481
ILMN_3309679	97.56611	19	2.786121	0.5857143
ILMN_3310426	101.7795	22	4.241405	0.2584416
ILMN_3310695	95.78681	17	2.452513	0.7324675
ILMN_3310910	99.29724	15	4.372823	0.4233766
ILMN_3309699	95.91315	19	3.393421	0.7220779
ILMN_3309664	112.8789	15	5.33801	0.009090909
ILMN_3308385	99.36531	28	2.628501	0.4181818
ILMN_3309579	100.0535	25	2.239809	0.3454545
ILMN_3308823	93.62741	22	3.531155	0.9
ILMN_3308768	100.2928	35	2.538335	0.3311688
ILMN_3308265	107.3195	16	3.974979	0.05454545
ILMN_3310558	100.5959	21	2.172688	0.3142857
ILMN_3310181	96.06742	15	3.0759	0.7090909
ILMN_3309939	95.95676	18	3.130518	0.7194805
ILMN_3308525	96.54142	14	4.306149	0.6714286
ILMN_3308370	103.5233	19	4.255312	0.1662338
ILMN_3310815	98.52793	23	3.04062	0.4922078
ILMN_3310509	89.94231	16	3.584158	0.9883117
ILMN_3308996	98.28198	16	2.969298	0.5155844
ILMN_3309569	96.48605	27	3.640578	0.6753247
ILMN_3308078	94.24609	17	3.235483	0.8571429
ILMN_3310070	95.69767	21	2.323502	0.7428572
ILMN_3309099	99.32167	21	2.839742	0.4207792
ILMN_3309364	98.55457	22	4.274851	0.4857143
ILMN_3308886	95.15664	24	3.173059	0.7883117
ILMN_3311125	103.3663	33	1.889331	0.1688312
ILMN_3310256	101.8057	21	2.698476	0.2571429
ILMN_3309774	97.38665	27	3.792333	0.5961039
ILMN_3309985	94.30183	25	2.167979	0.8558441
ILMN_3310980	101.3209	18	4.460361	0.2805195
ILMN_3308173	100.3868	18	3.105421	0.325974
ILMN_3308158	110.6159	27	3.962498	0.02597403
ILMN_3308580	104.9359	15	4.293154	0.1168831
ILMN_3311110	101.2141	18	2.517149	0.2857143
ILMN_3308415	106.7726	17	5.819227	0.06103896
ILMN_3311040	97.33955	30	2.247932	0.6
ILMN_3309189	101.109	22	3.742927	0.2909091
ILMN_3308255	95.53934	27	2.396063	0.761039
ILMN_3311070	99.93849	29	2.693976	0.3597403
ILMN_3309494	90.89481	21	2.334675	0.9753247
ILMN_3310301	114.1515	17	5.883779	0.006493506
ILMN_3310386	106.526	25	3.463748	0.06363636
ILMN_3308748	102.192	20	3.60162	0.2233766
ILMN_3308455	99.50254	25	2.469923	0.4103896
ILMN_3308921	97.09029	23	2.359575	0.6116883
ILMN_3310653	100.2664	19	3.312862	0.3311688
ILMN_3310206	96.30054	27	2.330475	0.6909091
ILMN_3309960	102.0627	27	3.095387	0.2402597
ILMN_3309443	119.9024	16	4.48712	0.003896104
ILMN_3310366	99.67838	22	2.180784	0.3948052
ILMN_3310800	98.62099	31	1.970251	0.4831169
ILMN_3310000	99.53316	20	2.543196	0.4064935
ILMN_3308713	99.20383	23	2.876879	0.4298701
ILMN_3308956	94.66969	20	2.388698	0.8233766
ILMN_3309438	95.6381	14	3.300257	0.7454545
ILMN_3309829	107.3524	8	7.113154	0.05454545
ILMN_3308617	100.4981	14	4.065273	0.3207792
ILMN_3309539	95.15546	25	2.588411	0.7883117
ILMN_3311060	100.1835	21	3.045495	0.338961
ILMN_3308465	91.74317	12	0.9651234	0.9610389
ILMN_3309674	95.08697	19	2.786589	0.7935065
ILMN_3310598	94.2367	28	2.333789	0.8571429
ILMN_3310885	100.7966	19	3.867423	0.3025974
ILMN_3308763	96.76354	25	2.426873	0.651948
ILMN_3309769	104.0437	13	3.17017	0.1506494
ILMN_3309463	100.0429	20	2.792244	0.3480519
ILMN_3310523	99.90979	24	2.694605	0.3623376
ILMN_3308575	96.28149	12	5.801049	0.6935065
ILMN_3309995	103.8302	30	2.972981	0.161039
ILMN_3311050	91.59463	16	1.874826	0.9649351
ILMN_3309945	97.80576	28	2.090385	0.5584416
ILMN_3310045	93.48837	31	2.498171	0.9025974
ILMN_3310191	95.34446	22	3.548167	0.7805195
ILMN_3308678	98.08041	29	2.38467	0.5311688
ILMN_3310795	98.20909	28	3.223917	0.5207792
ILMN_3310396	94.32655	28	2.809478	0.8545455
ILMN_3308053	109.4414	16	4.985748	0.03766234
ILMN_3309804	97.97038	24	2.299255	0.5376623
ILMN_3310276	95.85316	19	2.56295	0.7246753
ILMN_3309133	97.8614	16	4.227499	0.5545455
ILMN_3309844	103.934	15	3.635576	0.1571429
ILMN_3308005	100.8479	15	5.865456	0.3012987
ILMN_3309864	98.75758	14	4.083541	0.4610389
ILMN_3310406	94.44912	19	2.746076	0.848052
ILMN_3310336	109.7971	16	5.047612	0.03636364
ILMN_3309483	97.65252	18	2.748802	0.5766234
ILMN_3310935	99.27498	32	2.0201	0.4233766
ILMN_3308410	94.52124	15	1.45858	0.8415585
ILMN_3309824	92.95928	22	2.773543	0.9233766
ILMN_3310725	99.33254	19	2.731112	0.4194805
ILMN_3308926	103.4143	18	3.550242	0.1675325
ILMN_3309919	97.62729	26	2.653241	0.5792208
ILMN_3310810	99.80984	22	2.357828	0.3805195
ILMN_3309764	96.56236	20	3.281966	0.6688312
ILMN_3309609	100.0459	14	3.003189	0.3480519
ILMN_3309639	109.1343	14	4.707654	0.03766234
ILMN_3308340	100.0771	20	3.25239	0.3454545
ILMN_3308778	112.4472	35	3.239515	0.01038961
ILMN_3308365	107.7009	22	4.791581	0.05324675
ILMN_3311080	104.1535	12	3.5478	0.1454545
ILMN_3310261	89.75128	23	2.766831	0.9896104
ILMN_3308430	99.63871	18	3.565125	0.3987013
ILMN_3309394	101.6265	20	3.950657	0.2623377
ILMN_3309209	99.89391	25	2.620944	0.3623376
ILMN_3308425	103.0355	26	2.927785	0.1844156
ILMN_3308480	99.57257	21	2.999851	0.4025974
ILMN_3309011	99.20276	18	3.104401	0.4298701
ILMN_3309619	98.82065	29	2.609332	0.4584416
ILMN_3309404	103.07	12	4.992691	0.1805195
ILMN_3309869	99.81846	17	4.90423	0.3805195
ILMN_3310381	109.1588	22	3.425557	0.03766234
ILMN_3310246	96.90988	20	3.408164	0.6337662
ILMN_3311000	102.1284	25	3.28199	0.2311688
ILMN_3310476	94.11289	25	2.331789	0.8753247
ILMN_3309724	95.6592	22	2.722437	0.7441558
ILMN_3309214	95.47562	33	2.562194	0.7675325
ILMN_3310690	94.46695	25	3.432508	0.8454546
ILMN_3310845	98.83883	18	3.923206	0.4584416
ILMN_3310715	105.4206	17	4.525776	0.0961039
ILMN_3308871	103.894	22	3.034373	0.1584416
ILMN_3308178	96.14512	22	2.149008	0.7064935
ILMN_3308230	93.96358	21	1.675609	0.8805195
ILMN_3308400	96.81644	11	5.907334	0.6454545
ILMN_3308035	95.7111	26	1.949075	0.7428572
ILMN_3310710	93.75343	15	1.497915	0.8922078
ILMN_3308657	96.2515	26	2.216373	0.6961039
ILMN_3310760	100.4662	14	2.429518	0.3207792
ILMN_3309414	99.81334	21	3.73612	0.3805195
ILMN_3310126	99.58438	19	2.927034	0.4025974
ILMN_3310930	91.99666	19	2.985605	0.9558442
ILMN_3308856	91.60291	22	1.935941	0.9649351
ILMN_3309158	100.8231	22	2.95514	0.3025974
