Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_c.AVG_Signal	KHYG1_si308_c.Avg_NBEADS	KHYG1_si308_c.BEAD_STDERR	KHYG1_si308_c.Detection Pval
ILMN_1663716	96.04318	15	2.929517	0.5584416
ILMN_1718173	101.001	34	2.42881	0.1935065
ILMN_1710544	101.2272	12	1.737629	0.187013
ILMN_1670383	100.8527	16	4.373616	0.2
ILMN_1722890	101.4279	18	4.336661	0.1766234
ILMN_1766668	93.35123	30	2.071716	0.7532467
ILMN_2275711	99.93212	20	2.422321	0.2519481
ILMN_1740623	100.1122	21	2.776817	0.2441558
ILMN_1668147	104.8906	22	4.118961	0.07272727
ILMN_2379626	94.0062	29	2.206236	0.7155844
ILMN_1752294	103.1564	14	4.494369	0.1194805
ILMN_2393077	99.93989	15	1.403254	0.2519481
ILMN_1666659	94.16381	20	1.838851	0.7051948
ILMN_1716109	94.95303	21	2.709654	0.6441559
ILMN_1675737	98.86092	23	2.488412	0.3181818
ILMN_1669474	90.89545	21	2.767208	0.9090909
ILMN_1682112	90.45532	25	2.159337	0.9246753
ILMN_1740494	102.0379	18	2.8506	0.1532468
ILMN_2338687	104.2049	19	4.02455	0.08441558
ILMN_2288582	94.22369	19	2.128738	0.7025974
ILMN_1789146	100.6561	18	3.43523	0.2051948
ILMN_2410449	92.80286	30	2.03085	0.7974026
ILMN_1656033	101.3981	16	3.742919	0.1792208
ILMN_1672326	91.07063	37	2.304967	0.9051948
ILMN_2290893	95.84139	26	3.305491	0.5753247
ILMN_1796787	97.47387	18	4.612419	0.425974
ILMN_2400884	102.1506	17	2.535853	0.1467533
ILMN_1675822	93.12798	19	2.78206	0.774026
ILMN_1702205	98.69705	13	4.406918	0.3311688
ILMN_1799335	91.08344	25	1.601537	0.9051948
ILMN_2364414	89.20197	23	1.843728	0.9610389
ILMN_2283895	90.56232	22	1.667901	0.9181818
ILMN_2388461	91.90067	29	1.288926	0.8623376
ILMN_1713024	97.22466	16	3.371922	0.4441558
ILMN_1757303	95.53065	23	2.839895	0.5974026
ILMN_2296101	92.44178	26	3.208976	0.8272727
ILMN_1702420	103.8288	20	3.318595	0.0987013
ILMN_1784316	92.5169	24	3.780814	0.8181818
ILMN_1791833	92.06782	15	2.979262	0.851948
ILMN_2359078	94.4901	26	2.058058	0.6792208
ILMN_1777024	96.49432	13	3.793887	0.5220779
ILMN_2266936	93.70473	21	1.690022	0.7350649
ILMN_1659773	103.9386	19	3.836074	0.0948052
ILMN_2373592	97.25609	14	2.903806	0.4402598
ILMN_1744863	98.06023	18	4.136119	0.3818182
ILMN_1723685	91.14333	18	4.91662	0.9051948
ILMN_2041483	96.09554	19	2.45719	0.5545455
ILMN_2095114	91.67092	21	2.100099	0.8844156
ILMN_1747596	105.4001	21	5.197301	0.06493507
ILMN_1783671	91.35355	22	2.525372	0.8961039
ILMN_1766950	91.76666	23	2.669397	0.874026
ILMN_1778327	98.26105	21	2.737485	0.3623376
ILMN_1740857	95.52196	19	2.425687	0.5974026
ILMN_2100258	102.3993	20	3.094303	0.1428571
ILMN_1771066	100.415	23	2.783095	0.2285714
ILMN_1750376	106.8281	18	6.451688	0.04675325
ILMN_2185866	96.68603	30	2.631676	0.5077922
ILMN_2170476	90.10554	22	1.848981	0.9363636
ILMN_1690237	122.5099	14	4.667195	0
ILMN_1683942	101.2347	18	3.972292	0.1857143
ILMN_2227757	91.84268	22	2.546882	0.8675325
ILMN_2128048	92.32138	26	2.521203	0.8311688
ILMN_1745213	105.2267	23	4.433899	0.06753246
ILMN_1722673	91.49567	22	1.633097	0.8896104
ILMN_1814710	94.51144	23	2.759461	0.6766234
ILMN_2205588	95.19473	17	3.320234	0.6246753
ILMN_1766377	98.76756	21	3.377132	0.3246753
ILMN_1738252	89.60023	13	3.030915	0.9558442
ILMN_1801051	96.65134	23	3.336874	0.5116883
ILMN_1769859	94.35216	28	2.074007	0.6922078
ILMN_2047885	226.4275	20	6.406065	0
ILMN_2404516	99.68284	22	2.919226	0.2636364
ILMN_1717967	93.09062	18	2.911498	0.7792208
ILMN_1737523	89.97646	32	1.402341	0.9428571
ILMN_1761646	105.0156	23	3.369167	0.07012987
ILMN_2356331	94.8373	26	3.042325	0.6532468
ILMN_1671403	97.59586	21	3.09047	0.4155844
ILMN_2386379	95.6617	20	2.877173	0.587013
ILMN_1653040	97.30845	10	5.287507	0.4376623
ILMN_1815131	94.35403	21	2.097733	0.6909091
ILMN_2349366	96.57664	21	3.236792	0.5155844
ILMN_1654228	98.28075	20	4.59012	0.3623376
ILMN_1696513	97.50921	28	2.869481	0.4220779
ILMN_2393775	91.94441	29	2.530764	0.8597403
ILMN_1674774	88.39538	25	3.136246	0.9753247
ILMN_1717168	92.77801	21	2.325214	0.8012987
ILMN_2305416	104.6051	20	3.117082	0.07662338
ILMN_2251961	87.9631	15	4.431254	0.9792208
ILMN_2251963	94.73863	23	2.624071	0.6597403
ILMN_2411480	88.08997	20	1.787728	0.9779221
ILMN_1748889	93.23341	25	2.20097	0.7662337
ILMN_1724386	98.48098	18	3.46668	0.3493507
ILMN_1793965	95.78558	21	2.948189	0.5792208
ILMN_1711283	96.48199	17	1.91072	0.5233766
ILMN_2296644	94.98486	22	3.230492	0.6428571
ILMN_1709824	93.93842	25	1.792025	0.7220779
ILMN_2391959	96.21156	32	2.823266	0.5415584
ILMN_1746708	87.14071	19	2.612648	0.9844156
ILMN_1719533	97.84498	25	2.628465	0.4
ILMN_1811103	89.70708	17	2.713198	0.951948
ILMN_2274355	94.73462	16	2.511652	0.6597403
ILMN_1701644	130.6053	9	10.39081	0
ILMN_1737940	89.82043	22	2.266967	0.9506493
ILMN_1681598	90.73632	15	2.505017	0.9142857
ILMN_1803296	105.3236	21	5.776772	0.06493507
ILMN_1656955	96.89735	22	1.77283	0.4831169
ILMN_2345824	93.97421	18	2.802328	0.7194805
ILMN_1675428	101.8373	26	3.419078	0.1584416
ILMN_1742538	101.839	20	2.933571	0.1584416
ILMN_1714858	94.31026	27	2.985661	0.6961039
ILMN_1767649	93.35242	22	2.195768	0.7532467
ILMN_1655171	94.55151	20	2.93031	0.6727273
ILMN_1688126	103.7794	18	3.652665	0.1012987
ILMN_1798602	143.9122	18	6.287299	0
ILMN_3243375	94.06113	16	4.982534	0.7116883
ILMN_1757956	132.3057	16	4.3313	0
ILMN_1809859	101.4691	21	2.991033	0.1753247
ILMN_1803454	101.57	18	3.648581	0.1714286
ILMN_1788059	103.8819	24	2.866372	0.0961039
ILMN_1656574	334.1658	21	10.52655	0
ILMN_2401701	191.3013	24	5.561009	0
ILMN_1810181	142.7662	16	5.187914	0
ILMN_1788024	2004.748	17	82.26768	0
ILMN_2232368	138.3356	21	6.384295	0
ILMN_1731948	99.21441	14	2.922109	0.2935065
ILMN_2197381	97.72418	18	3.945127	0.4090909
ILMN_1760649	113.2737	24	3.153448	0.005194805
ILMN_1671791	258.1661	18	13.38969	0
ILMN_1802699	91.67792	12	2.698752	0.8818182
ILMN_3230160	91.94236	15	2.848147	0.8597403
ILMN_3234654	97.15771	24	2.95737	0.4571429
ILMN_1690487	271.855	27	8.802195	0
ILMN_2042595	253.4743	26	9.041709	0
ILMN_1671621	1126.974	13	48.12564	0
ILMN_1737426	195.1613	39	4.585602	0
ILMN_1767848	154.0596	18	6.349832	0
ILMN_1685682	104.1334	24	3.459617	0.08701298
ILMN_1706958	189.4758	15	5.940779	0
ILMN_1694177	2935.851	31	88.01642	0
ILMN_1807994	725.0685	26	33.41692	0
ILMN_1810922	227.3316	24	6.457813	0
ILMN_1740010	218.2682	21	6.789808	0
ILMN_1751793	113.118	24	3.665588	0.006493506
ILMN_1660541	100.9152	21	2.335097	0.1974026
ILMN_2295918	105.3607	16	4.448804	0.06493507
ILMN_1783350	140.4461	17	4.627099	0
ILMN_1707070	163.326	24	4.05951	0
ILMN_1746888	94.53945	15	3.857246	0.6766234
ILMN_3306362	91.77036	18	3.272156	0.874026
ILMN_3229736	94.76705	21	2.884553	0.6584415
ILMN_1720093	97.61343	14	3.928982	0.412987
ILMN_1682326	94.24515	18	2.793175	0.7
ILMN_1681643	89.62858	26	2.200016	0.9545454
ILMN_2081813	92.24528	26	3.322306	0.8389611
ILMN_1710859	97.97295	18	2.024866	0.3909091
ILMN_1755582	98.45612	26	2.774047	0.3506494
ILMN_1695003	87.84817	20	2.002014	0.9818182
ILMN_1769018	97.27693	22	2.608949	0.438961
ILMN_1767934	106.0322	18	4.7334	0.05584415
ILMN_1676595	92.86801	22	1.711258	0.7909091
ILMN_1710070	92.06931	18	2.906275	0.8506494
ILMN_1768577	93.88647	24	2.412374	0.7233766
ILMN_2292592	95.70338	23	2.834954	0.5857143
ILMN_1676384	95.96754	26	2.749816	0.5675325
ILMN_1802550	101.8153	24	3.139004	0.1584416
ILMN_1699545	282.07	24	9.375845	0
ILMN_1668850	94.62086	15	2.876656	0.6649351
ILMN_1714569	94.97264	18	3.180969	0.6441559
ILMN_1803870	100.5673	22	3.218046	0.2181818
ILMN_1780824	110.754	17	5.020002	0.02077922
ILMN_1784110	96.21439	30	2.338375	0.5415584
ILMN_2389218	100.6148	22	3.466088	0.212987
ILMN_2284222	96.04472	12	1.866838	0.5584416
ILMN_1668067	91.36485	15	3.066646	0.8961039
ILMN_1802257	122.2107	20	3.328307	0
ILMN_2113535	207.8998	14	5.124916	0
ILMN_1679725	174.7118	13	5.830901	0
ILMN_1815951	152.0033	28	4.944057	0
ILMN_1658310	96.27981	18	1.961902	0.5350649
ILMN_1811597	98.70733	22	2.846538	0.3285714
ILMN_2202930	107.3512	20	4.486621	0.04285714
ILMN_1652846	139.9595	18	5.304264	0
ILMN_1693683	136.0625	24	4.126352	0
ILMN_2397178	90.12862	26	2.633845	0.9363636
ILMN_1779037	102.8492	17	3.917821	0.125974
ILMN_1712457	96.29587	29	2.167053	0.5350649
ILMN_1806725	95.6162	15	2.160798	0.5922078
ILMN_1709396	132.756	26	3.954203	0
ILMN_2269002	119.9636	22	4.444097	0
ILMN_1766024	611.9487	19	31.34854	0
ILMN_2365196	111.902	28	2.835616	0.01168831
ILMN_3236503	131.1127	17	6.67703	0
ILMN_2159272	94.16812	19	2.754142	0.7051948
ILMN_1758915	277.8805	12	6.08214	0
ILMN_1797684	733.7675	28	23.88129	0
ILMN_1706149	317.8687	21	11.34004	0
ILMN_2396272	775.5645	17	20.14278	0
ILMN_1768004	146.5065	19	5.149856	0
ILMN_2228710	1112.094	22	42.85221	0
ILMN_1733931	1072.25	22	34.2152	0
ILMN_1693259	149.2266	18	7.684629	0
ILMN_2111323	96.07146	20	3.382782	0.5571429
ILMN_2148290	8859.714	15	440.4486	0
ILMN_1772959	428.4392	19	32.04365	0
ILMN_1694041	112.2679	11	3.748068	0.01038961
ILMN_3251264	95.90323	17	4.765376	0.5727273
ILMN_1762409	101.3692	21	1.977383	0.1831169
ILMN_1667925	397.0939	21	13.93038	0
ILMN_1702806	497.9014	27	17.13448	0
ILMN_1801215	135.1305	23	4.769664	0
ILMN_1752197	186.4771	17	6.001704	0
ILMN_1782955	95.24146	25	2.944946	0.6207792
ILMN_2121272	100.0975	29	2.987163	0.2454545
ILMN_2364600	89.54813	18	2.383456	0.9558442
ILMN_1813325	99.61478	25	2.511743	0.2701299
ILMN_2278246	96.21154	24	2.684217	0.5415584
ILMN_1660305	177.5349	17	9.463843	0
ILMN_1775163	87.58124	18	3.026436	0.9831169
ILMN_2376847	95.6902	17	2.048709	0.5857143
ILMN_1805564	94.26729	18	2.789068	0.6987013
ILMN_1778924	94.34408	23	2.238821	0.6922078
ILMN_1805098	97.82539	22	3.178912	0.4025974
ILMN_1667225	91.84583	20	2.087183	0.8675325
ILMN_1681356	94.20991	26	1.853265	0.7038961
ILMN_1805415	99.36799	26	3.505734	0.2857143
ILMN_2131381	92.68382	30	2.871068	0.8051948
ILMN_1785768	126.6208	15	5.065347	0
ILMN_2340259	94.46812	27	2.587646	0.6818182
ILMN_1782922	95.70887	26	2.539013	0.5857143
ILMN_2296439	99.29208	30	2.242548	0.2909091
ILMN_2288976	91.70464	22	2.520895	0.8779221
ILMN_2117613	92.75401	31	2.720103	0.8038961
ILMN_1761277	4177.303	24	212.0018	0
ILMN_1791483	152.7511	26	5.567583	0
ILMN_1659430	100.3795	22	4.607163	0.2298701
ILMN_1739674	104.0479	33	2.791584	0.09090909
ILMN_2246134	101.2172	18	4.309435	0.187013
ILMN_2291407	104.102	29	2.368574	0.08701298
ILMN_1749639	98.13505	16	3.622691	0.3727273
ILMN_2282729	89.79813	21	1.781028	0.9506493
ILMN_1810836	96.32552	24	2.283312	0.5337662
ILMN_2408024	97.67059	25	3.04601	0.4103896
ILMN_1723230	91.52348	14	3.384494	0.8883117
ILMN_2294653	99.28995	24	2.280577	0.2909091
ILMN_2195319	100.995	9	1.710714	0.1948052
ILMN_3251409	101.3721	23	2.792642	0.1831169
ILMN_1655974	95.0006	24	2.201849	0.6415585
ILMN_1730851	98.27068	15	1.744613	0.3623376
ILMN_1660094	95.53177	16	2.186756	0.5974026
ILMN_1790680	301.6576	20	10.98219	0
ILMN_1718299	100.2069	16	3.015779	0.2376623
ILMN_1702965	107.0898	22	4.133174	0.04415584
ILMN_2278819	265.517	28	10.9421	0
ILMN_2262444	237.5466	34	7.229834	0
ILMN_2379675	109.2136	26	3.035384	0.02337662
ILMN_1806533	94.79733	24	2.329397	0.6558442
ILMN_1657686	95.86416	32	2.03705	0.574026
ILMN_1699767	99.01839	21	1.492391	0.3077922
ILMN_2408946	97.94312	14	3.835271	0.3935065
ILMN_2295213	92.71146	19	3.07011	0.8038961
ILMN_2301725	104.0307	25	2.932638	0.09090909
ILMN_2301722	90.14745	22	1.873999	0.9363636
ILMN_1691692	92.44785	25	2.120265	0.8272727
ILMN_2306540	94.14305	17	4.42527	0.7051948
ILMN_1683063	99.11225	16	3.178326	0.2974026
ILMN_1767176	90.07806	14	2.619344	0.9376624
ILMN_1698912	125.703	20	4.415144	0
ILMN_2159044	107.6896	23	2.609958	0.03636364
ILMN_2342695	97.36057	24	2.183465	0.4337662
ILMN_1685982	98.78449	19	3.175081	0.3233766
ILMN_1782661	109.4744	16	3.374961	0.02337662
ILMN_1737695	100.4366	25	2.594696	0.2272727
ILMN_1775822	102.1177	17	4.311441	0.1480519
ILMN_2394305	103.1987	31	3.38888	0.1194805
ILMN_1683023	97.68815	24	3.081119	0.4090909
ILMN_2376859	101.0591	23	2.343561	0.1922078
ILMN_1803094	101.4234	19	2.932047	0.1779221
ILMN_1681949	101.1415	18	3.637353	0.187013
ILMN_2086470	89.04976	18	2.143982	0.9649351
ILMN_1815057	94.05025	27	2.639793	0.7142857
ILMN_1680339	97.15511	23	2.83049	0.4571429
ILMN_1772369	700.8162	11	45.40945	0
ILMN_2068951	103.5551	26	2.647468	0.1064935
ILMN_1665458	101.9461	22	3.923347	0.1558442
ILMN_1739274	1702.391	18	63.62328	0
ILMN_1652357	171.4407	16	5.326404	0
ILMN_1804444	95.09801	23	2.508551	0.6337662
ILMN_1669753	95.99405	20	1.982064	0.5675325
ILMN_2075436	243.8998	15	8.224329	0
ILMN_2075440	691.3323	22	30.06616	0
ILMN_1815261	134.3986	32	3.636618	0
ILMN_1695763	184.4631	25	4.458384	0
ILMN_1680626	469.9647	25	16.25402	0
ILMN_1806328	141.7284	19	6.669538	0
ILMN_1729203	91.28333	26	2.571735	0.8961039
ILMN_1670256	105.6167	16	4.342648	0.06363636
ILMN_1705397	100.853	14	3.773245	0.2
ILMN_1776582	152.3604	16	5.927909	0
ILMN_1684982	89.5227	31	1.658378	0.9558442
ILMN_1788955	295.6521	16	14.18556	0
ILMN_1770248	97.2669	20	2.342366	0.4402598
ILMN_1669667	95.49954	21	3.204779	0.6012987
ILMN_1695299	104.432	15	7.316943	0.08051948
ILMN_2230025	96.811	27	3.083467	0.4961039
ILMN_1663976	91.98446	21	2.605697	0.8584415
ILMN_2412281	94.22186	19	3.017137	0.7025974
ILMN_1692864	104.6296	27	3.695304	0.07662338
ILMN_2361478	94.21738	22	2.355188	0.7038961
ILMN_1814985	115.0267	21	4.227936	0.002597403
ILMN_1690125	192.9944	27	5.912813	0
ILMN_2396639	102.2653	13	3.380456	0.1441558
ILMN_1797965	114.7909	23	4.150121	0.002597403
ILMN_2164978	137.2372	26	5.180891	0
ILMN_1810554	96.13859	14	2.973541	0.5493507
ILMN_1773758	99.94722	11	3.487702	0.2506494
ILMN_1653793	188.3509	24	6.472638	0
ILMN_2387799	185.6722	23	6.649848	0
ILMN_1718306	94.30138	20	2.930219	0.6961039
ILMN_1670490	95.94569	24	3.0024	0.5675325
ILMN_2404903	100.444	26	3.479065	0.2272727
ILMN_1778013	170.7984	21	7.262356	0
ILMN_1667034	300.0343	23	7.61994	0
ILMN_1736856	103.1979	24	3.00388	0.1194805
ILMN_1731720	393.4064	22	12.93394	0
ILMN_1670931	298.0334	23	14.85394	0
ILMN_1746696	130.1917	21	2.513994	0
ILMN_1675695	164.3776	22	4.296143	0
ILMN_1703324	222.2565	21	6.727476	0
ILMN_2080611	399.3916	19	15.3492	0
ILMN_1662331	212.8844	27	7.191098	0
ILMN_3249216	95.53418	25	2.918944	0.5974026
ILMN_3243705	411.5219	27	11.27281	0
ILMN_1780777	101.4124	21	2.410612	0.1792208
ILMN_3251217	98.16763	29	2.714391	0.3675325
ILMN_1671820	94.28307	19	3.111476	0.6961039
ILMN_1672504	435.8938	27	9.355515	0
ILMN_1736441	1195.927	16	27.96218	0
ILMN_1747019	97.71606	29	2.697302	0.4090909
ILMN_2103133	104.0335	20	3.970466	0.09090909
ILMN_1690376	95.7842	19	3.754493	0.5792208
ILMN_1729095	94.77065	23	2.781258	0.6584415
ILMN_1722869	92.34377	17	3.102418	0.8285714
ILMN_1708916	91.56193	19	3.518981	0.887013
ILMN_1712660	90.67902	22	2.824766	0.9142857
ILMN_1696962	130.1687	30	4.245789	0
ILMN_1656084	91.28346	20	3.088198	0.8961039
ILMN_1694535	92.97626	13	4.751212	0.7857143
ILMN_1708341	95.50727	15	3.551199	0.6012987
ILMN_1708580	92.52516	15	2.093712	0.8168831
ILMN_3243598	97.74012	17	3.72261	0.4051948
ILMN_1717722	95.83248	18	3.451823	0.5753247
ILMN_1742949	97.88636	25	3.077743	0.3961039
ILMN_1690131	98.35004	24	2.108089	0.3597403
ILMN_2406304	97.92763	14	2.269811	0.3948052
ILMN_1699552	95.37548	28	2.548233	0.6116883
ILMN_1703511	92.19635	16	3.444718	0.8415585
ILMN_1682987	94.8935	24	1.888868	0.6454545
ILMN_1707323	102.7213	24	1.918694	0.1298701
ILMN_1771376	587.2938	28	16.57714	0
ILMN_2407669	94.92139	16	3.679706	0.6454545
ILMN_1688089	1395.902	24	46.88407	0
ILMN_1734472	104.9943	16	3.854575	0.07012987
ILMN_1689518	104.2774	16	2.681073	0.08311688
ILMN_1761131	1491.368	22	44.62824	0
ILMN_2384536	665.2654	19	23.53907	0
ILMN_1713833	97.58078	18	2.967648	0.4168831
ILMN_1814120	258.2564	21	6.688588	0
ILMN_1729748	236.2095	16	8.000341	0
ILMN_1670019	97.09812	23	2.396048	0.4623377
ILMN_1763359	209.2024	19	11.57344	0
ILMN_2297626	317.8182	30	16.31185	0
ILMN_1675331	97.33331	21	3.502704	0.4363636
ILMN_3248202	97.25554	18	3.241174	0.4402598
ILMN_1679268	104.0088	18	3.874374	0.09090909
ILMN_1780132	90.23549	22	2.542629	0.9350649
ILMN_2176931	92.10854	22	3.28124	0.8441558
ILMN_1770811	2000.475	11	85.35978	0
ILMN_1728684	236.3703	19	10.44683	0
ILMN_1745806	305.6314	23	8.273934	0
ILMN_1803402	100.8172	28	2.338297	0.2012987
ILMN_1689116	98.34731	20	2.653456	0.3597403
ILMN_1727855	198.8662	19	5.751081	0
ILMN_1726711	95.85605	21	2.980998	0.574026
ILMN_1717674	100.7628	24	2.469624	0.2038961
ILMN_1653125	97.93825	14	3.937778	0.3948052
ILMN_1794374	91.79433	29	1.857922	0.8727273
ILMN_1738095	262.8325	28	10.21668	0
ILMN_1660986	102.6804	15	3.725825	0.1298701
ILMN_3248570	94.10342	22	1.348387	0.7090909
ILMN_1775829	115.8965	15	3.767094	0.002597403
ILMN_1656372	319.6416	9	28.83296	0
ILMN_1753010	266.4746	31	6.372593	0
ILMN_1748109	152.133	24	2.863734	0
ILMN_2315289	109.5421	14	4.478926	0.02207792
ILMN_1665679	89.49391	18	1.875939	0.9558442
ILMN_1690695	98.18892	26	3.460175	0.3649351
ILMN_1678546	346.3015	18	14.74023	0
ILMN_1710000	94.85444	19	1.756007	0.6506494
ILMN_1664448	101.0741	25	3.503413	0.1896104
ILMN_2200708	98.79459	14	5.306093	0.3233766
ILMN_1683916	124.885	13	4.400555	0
ILMN_2113957	92.76495	20	1.600691	0.8038961
ILMN_1763634	123.7023	18	5.350186	0
ILMN_1701466	413.2632	29	10.77373	0
ILMN_1678292	100.936	20	1.760191	0.1974026
ILMN_1745655	403.1243	18	12.59383	0
ILMN_1658759	233.5719	19	13.04755	0
ILMN_2130409	94.44096	26	2.705803	0.6857143
ILMN_1770643	112.1423	12	4.187345	0.01038961
ILMN_2057389	101.7123	18	4.019554	0.1636364
ILMN_1660232	592.7169	17	33.22705	0
ILMN_2183891	96.38344	26	2.22487	0.5298702
ILMN_1722037	108.3521	19	3.569594	0.03116883
ILMN_1683279	160.7548	19	6.359278	0
ILMN_1729650	164.3917	18	5.82118	0
ILMN_1767037	92.26981	15	3.860958	0.8389611
ILMN_1745522	93.84288	20	2.613855	0.7285714
ILMN_1797893	129.3571	22	3.903193	0
ILMN_1755862	388.6308	30	14.20019	0
ILMN_1717855	459.684	18	15.26501	0
ILMN_1678754	133.5902	11	4.768713	0
ILMN_1801762	107.7827	22	1.382249	0.03636364
ILMN_1755536	2559.706	21	93.33911	0
ILMN_2356284	1882.716	22	65.57941	0
ILMN_1661490	472.3018	24	17.05022	0
ILMN_1741600	101.0462	26	3.495106	0.1922078
ILMN_1796560	106.4497	20	2.81084	0.05064935
ILMN_2385298	100.5663	33	2.512498	0.2181818
ILMN_1723436	98.12254	20	1.689765	0.3727273
ILMN_1660847	151.2485	20	5.399523	0
ILMN_2186061	392.087	28	11.07111	0
ILMN_1653292	586.9084	23	21.44936	0
ILMN_2287253	94.02873	23	2.106911	0.7142857
ILMN_1713037	168.716	29	5.834132	0
ILMN_2043809	262.0765	12	15.21158	0
ILMN_1805737	533.4078	19	29.85905	0
ILMN_1712950	3569.964	18	190.2318	0
ILMN_2151817	12399.59	21	457.7331	0
ILMN_1710512	94.68807	29	2.740046	0.6623377
ILMN_1775448	102.5077	26	3.637948	0.1350649
ILMN_1718018	96.17665	13	5.27592	0.5467532
ILMN_1792383	104.7852	29	2.831235	0.07402597
ILMN_2171295	103.3448	19	3.627935	0.1155844
ILMN_1807771	94.79855	19	3.010361	0.6558442
ILMN_2216008	99.18787	28	3.546058	0.2948052
ILMN_1727539	97.66156	20	3.332709	0.4116883
ILMN_1687842	111.8009	16	6.266644	0.01298701
ILMN_2163324	92.45067	21	2.925361	0.825974
ILMN_1677711	100.208	15	3.241874	0.2376623
ILMN_2232630	90.95297	25	1.84128	0.9077922
ILMN_1717572	93.65497	25	3.24715	0.7402598
ILMN_1661366	873.7352	27	32.82163	0
ILMN_2112417	1373.245	15	45.78771	0
ILMN_1668072	96.26694	18	2.567889	0.5363637
ILMN_2102515	253.893	19	14.03784	0
ILMN_1691104	559.9597	18	33.05524	0
ILMN_1682953	748.9617	22	33.39819	0
ILMN_1706841	1410.308	20	86.09518	0
ILMN_1788254	275.9298	20	12.92958	0
ILMN_1789944	257.1523	25	9.988703	0
ILMN_1748027	97.15992	23	2.597577	0.4558442
ILMN_2185665	98.98396	25	2.253181	0.3090909
ILMN_1805636	141.2653	20	5.07652	0
ILMN_1791949	94.24693	14	2.164062	0.6987013
ILMN_1735075	118.4875	19	3.73496	0
ILMN_1686326	96.67388	15	1.937029	0.5103896
ILMN_1737416	105.4471	21	2.455542	0.06363636
ILMN_2169736	101.0852	27	2.686351	0.1896104
ILMN_1651690	102.4218	21	2.363058	0.1402597
ILMN_1733831	93.80273	29	2.764349	0.7311688
ILMN_1795484	100.828	13	3.546198	0.2012987
ILMN_2058795	88.9876	18	2.728816	0.9649351
ILMN_1713031	102.8971	17	3.437174	0.1246753
ILMN_1794165	679.0041	20	18.01052	0
ILMN_1809813	106.2119	17	5.65922	0.05194805
ILMN_2156786	112.5774	19	3.495193	0.009090909
ILMN_3251365	105.6714	30	2.994475	0.06363636
ILMN_2216852	932.2811	14	44.88655	0
ILMN_1755749	3702.47	17	146.1961	0
ILMN_1692554	95.92012	27	1.816912	0.5714286
ILMN_2161955	98.45979	21	2.635911	0.3506494
ILMN_1797005	450.4555	15	11.58966	0
ILMN_1704870	92.89614	25	1.913337	0.7909091
ILMN_3307921	101.8784	25	3.488687	0.1571429
ILMN_1701778	92.42506	24	3.329916	0.8285714
ILMN_2046751	99.28457	24	3.235212	0.2922078
ILMN_2046750	100.0372	20	2.54696	0.2467532
ILMN_1781389	102.7906	22	3.425656	0.1285714
ILMN_1800659	1248.356	15	67.45834	0
ILMN_1673543	215.7968	26	7.365408	0
ILMN_1716265	102.7123	22	2.284044	0.1298701
ILMN_1693620	119.748	17	4.714298	0
ILMN_2168314	113.5677	36	2.537658	0.005194805
ILMN_2271149	92.60004	28	2.284829	0.812987
ILMN_1728337	90.92894	22	3.064523	0.9090909
ILMN_1803278	95.94518	20	2.922224	0.5675325
ILMN_1781388	94.53668	24	3.242601	0.6766234
ILMN_1709590	89.28254	24	2.344471	0.9597403
ILMN_2069399	95.61536	18	3.735238	0.5922078
ILMN_1702760	97.41405	19	4.039247	0.425974
ILMN_1836744	126.3302	24	3.492098	0
ILMN_2057566	116.9205	12	3.865182	0.002597403
ILMN_1707513	100.4981	27	2.663443	0.2220779
ILMN_1811014	92.52365	22	4.430568	0.8168831
ILMN_1684771	1011.463	18	42.02396	0
ILMN_2195236	577.5008	25	22.15028	0
ILMN_2075051	182.946	18	6.260775	0
ILMN_1717461	98.4984	25	2.589572	0.3480519
ILMN_1684541	93.43291	17	2.130561	0.7480519
ILMN_2154287	96.94804	29	2.61677	0.4779221
ILMN_1736982	124.366	22	4.106659	0
ILMN_1790533	101.2883	30	2.628699	0.1844156
ILMN_1799424	105.9162	22	3.6299	0.05974026
ILMN_1666222	92.64354	31	2.381831	0.8077922
ILMN_2411864	97.04363	22	3.182677	0.4662338
ILMN_1736548	310.4973	24	8.512405	0
ILMN_2380101	93.69515	26	2.181191	0.7350649
ILMN_2279099	92.5481	20	3.141542	0.8168831
ILMN_3237589	262.3971	21	10.95605	0
ILMN_1728074	303.0622	12	16.32758	0
ILMN_2190779	131.2932	26	3.831342	0
ILMN_1692651	727.4092	32	28.26641	0
ILMN_1696087	796.0312	24	32.90792	0
ILMN_1796710	130.4618	24	4.108491	0
ILMN_1670147	102.579	14	4.093662	0.1350649
ILMN_1808047	122.1482	15	2.073555	0
ILMN_1673461	93.19447	18	2.899345	0.7701299
ILMN_2179873	95.49511	21	2.489083	0.6012987
ILMN_1792353	100.7929	25	2.293707	0.2025974
ILMN_1812552	180.1458	20	6.199016	0
ILMN_1668242	94.57706	8	4.541399	0.6688312
ILMN_1752877	106.7567	19	4.568967	0.04675325
ILMN_2385866	110.3477	26	3.772229	0.02207792
ILMN_1746968	135.197	22	7.343206	0
ILMN_1690138	172.7829	24	3.56778	0
ILMN_2390162	341.6135	31	17.31647	0
