Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_a.AVG_Signal	KHYG1_si308_a.Avg_NBEADS	KHYG1_si308_a.BEAD_STDERR	KHYG1_si308_a.Detection Pval
ILMN_1711492	233.5432	17	8.672477	0
ILMN_1705148	94.13596	18	3.302392	0.8545455
ILMN_1774390	102.4366	27	3.171106	0.2207792
ILMN_1662569	102.7144	17	3.839653	0.2038961
ILMN_1730616	100.6433	25	2.317551	0.3337662
ILMN_1714808	105.983	22	3.50156	0.07922078
ILMN_1670832	104.3779	13	3.880928	0.1272727
ILMN_3213692	792.5959	36	22.16214	0
ILMN_3290199	5049.749	24	182.1845	0
ILMN_1750893	90.86733	32	2.04311	0.9805195
ILMN_1664103	97.29525	17	2.380279	0.6064935
ILMN_1719579	99.45589	23	2.139648	0.425974
ILMN_1809404	99.70155	28	2.131148	0.4090909
ILMN_1742163	1378.652	19	84.44092	0
ILMN_3244506	598.1501	19	18.22335	0
ILMN_1714286	96.28956	20	2.465052	0.6974026
ILMN_1766345	97.84647	25	1.762212	0.5584416
ILMN_1796268	168.3539	23	5.832307	0
ILMN_1681076	92.77234	21	2.267606	0.9272727
ILMN_1807579	104.2725	22	3.194726	0.1311688
ILMN_2146233	90.64651	29	2.146166	0.9831169
ILMN_1778111	109.7855	27	3.728434	0.02337662
ILMN_1682912	107.2913	24	3.091753	0.06233766
ILMN_1697123	104.9193	30	2.298347	0.1064935
ILMN_1758205	103.4271	31	3.390025	0.1688312
ILMN_3289920	98.9081	30	2.267128	0.4688312
ILMN_3200414	961.4883	21	57.91665	0
ILMN_1684730	95.55044	21	3.446223	0.7558442
ILMN_1778980	102.4206	27	2.970819	0.2220779
ILMN_1743755	103.8005	18	5.216821	0.1467533
ILMN_1777650	97.14278	18	3.829755	0.6155844
ILMN_3200597	405.8214	20	12.15765	0
ILMN_1722733	102.2477	16	3.953794	0.2311688
ILMN_1767514	120.365	17	2.189101	0.002597403
ILMN_1681638	106.632	27	4.537121	0.07012987
ILMN_1721733	96.00223	23	2.413889	0.7090909
ILMN_1790162	107.1167	15	5.521266	0.06623377
ILMN_3204997	93.50067	21	1.985476	0.887013
ILMN_1737346	94.96842	21	2.151947	0.7974026
ILMN_1742967	99.90053	15	4.041516	0.3987013
ILMN_1696600	105.1679	24	3.457395	0.0961039
ILMN_1763202	108.0335	26	2.840698	0.05194805
ILMN_1781886	104.3644	10	5.576231	0.1285714
ILMN_1715546	166.331	15	3.822026	0
ILMN_1788439	94.09003	26	2.69439	0.8571429
ILMN_1652646	97.2703	26	2.959608	0.6090909
ILMN_3248980	103.9775	19	3.817527	0.138961
ILMN_1676200	101.129	17	4.848207	0.3090909
ILMN_1667452	99.12778	24	2.943151	0.4506494
ILMN_1747466	93.64795	17	2.826273	0.8805195
ILMN_3218786	98.57058	22	1.994768	0.4922078
ILMN_1663962	96.15134	24	2.459488	0.7038961
ILMN_1732644	103.512	22	3.721546	0.1636364
ILMN_1710200	103.4781	16	3.917359	0.1662338
ILMN_1749907	119.2922	22	3.889461	0.003896104
ILMN_3277402	96.62832	22	2.435338	0.6675324
ILMN_1788742	7305.672	20	255.519	0
ILMN_1672113	98.21304	22	2.114318	0.5220779
ILMN_2144352	101.6576	23	3.351242	0.2766234
ILMN_3205175	95.76859	23	3.166415	0.7337663
ILMN_3281684	248.8828	22	11.3291	0
ILMN_2171597	98.75755	27	2.296111	0.4753247
ILMN_2171596	103.0782	19	3.022084	0.1883117
ILMN_1662397	93.09566	20	4.059503	0.9155844
ILMN_1675258	117.0762	17	4.310755	0.005194805
ILMN_1763999	92.22108	19	2.790643	0.9467533
ILMN_2231608	100.5498	9	5.013491	0.3454545
ILMN_1764697	101.8908	21	2.314478	0.2506494
ILMN_1658018	92.30185	22	2.595093	0.9402598
ILMN_1664629	91.71791	15	1.629744	0.9662338
ILMN_1669532	96.67811	20	3.603024	0.6623377
ILMN_1664937	92.2412	21	2.333137	0.9441559
ILMN_1675099	100.1365	25	2.761642	0.3727273
ILMN_1784891	103.0867	24	3.903682	0.187013
ILMN_1762215	89.37714	14	1.583729	0.9922078
ILMN_1761361	105.9223	18	4.205894	0.08051948
ILMN_1779713	94.86762	20	2.785499	0.8090909
ILMN_1771723	101.5187	27	3.192449	0.2831169
ILMN_2159290	108.0814	16	5.513962	0.05064935
ILMN_1677697	1543.027	31	40.07531	0
ILMN_1654452	115.0779	19	4.689266	0.007792208
ILMN_1741079	97.13573	18	2.340107	0.6155844
ILMN_1659273	133.4644	17	3.80938	0
ILMN_3279358	97.19365	22	3.162353	0.612987
ILMN_3220268	100.8742	24	2.637801	0.325974
ILMN_3248688	99.9387	24	2.894688	0.3922078
ILMN_1724398	95.35397	24	1.905652	0.7714286
ILMN_1665210	92.59972	31	2.047807	0.9324675
ILMN_1793430	118.5967	25	4.503743	0.005194805
ILMN_1762977	97.22547	21	3.099605	0.6103896
ILMN_1683158	92.99799	21	1.812798	0.9207792
ILMN_3199590	103.7195	20	3.011068	0.1480519
ILMN_3289934	94.63683	23	1.889159	0.8285714
ILMN_3200854	98.36269	21	2.664052	0.5077922
ILMN_3277332	97.29905	28	1.781777	0.6051948
ILMN_1718034	278.0764	15	13.17971	0
ILMN_3278170	115.5184	31	3.316159	0.006493506
ILMN_1733360	99.7763	26	2.993237	0.4051948
ILMN_1702496	112.0314	21	3.466002	0.01818182
ILMN_3285621	104.758	13	2.501702	0.1142857
ILMN_3213925	214.0364	23	11.12964	0
ILMN_3292274	95.54483	29	2.661097	0.7558442
ILMN_3215759	524.6859	24	21.84008	0
ILMN_3277722	104.5965	21	3.080861	0.1207792
ILMN_1814007	136.1356	13	6.16707	0
ILMN_3204134	93.44778	31	2.512014	0.8922078
ILMN_3249349	101.1802	30	2.42749	0.3025974
ILMN_3274435	97.96646	34	2.10706	0.5519481
ILMN_3201750	121.6761	17	4.848177	0.002597403
ILMN_3280020	1072.38	27	37.68107	0
ILMN_3219764	3937.56	22	193.1565	0
ILMN_1674201	117.4555	13	7.078486	0.005194805
ILMN_1703881	97.15939	10	4.010295	0.6142857
ILMN_3213930	112.1125	24	2.402327	0.01818182
ILMN_1699059	95.06615	6	5.616695	0.7909091
ILMN_1781275	102.4286	18	2.72223	0.2207792
ILMN_3201216	394.6208	36	15.34631	0
ILMN_1781490	97.9464	38	2.605235	0.5519481
ILMN_1716935	98.12651	28	2.048327	0.5324675
ILMN_1730744	100.2404	17	3.422855	0.3623376
ILMN_2221063	94.90394	23	3.061504	0.8038961
ILMN_1731707	97.61028	13	2.892315	0.5753247
ILMN_2129734	98.54997	16	3.602273	0.4935065
ILMN_1761445	101.8274	24	3.537635	0.2558441
ILMN_1660824	103.3625	22	2.774287	0.1701299
ILMN_3197732	340.675	28	11.2925	0
ILMN_3290204	94.48608	19	3.589728	0.8350649
ILMN_1677416	101.3327	28	3.384198	0.2974026
ILMN_1653207	96.323	28	1.936155	0.6974026
ILMN_1720242	100.1695	18	3.724039	0.3701299
ILMN_3239709	101.584	27	2.934454	0.2805195
ILMN_1723702	99.98899	22	2.510974	0.3883117
ILMN_3289499	102.9667	14	3.603158	0.1948052
ILMN_1725455	97.91344	15	2.814133	0.5532467
ILMN_1783959	96.85093	23	2.119478	0.6467533
ILMN_3219695	129.8709	24	3.925865	0.001298701
ILMN_3292585	100.8506	9	1.216701	0.3285714
ILMN_3291778	114.6888	17	3.65742	0.007792208
ILMN_3215268	106.4754	24	2.26858	0.07142857
ILMN_1800562	100.1222	24	2.988467	0.3753247
ILMN_3199499	93.74747	29	1.913832	0.8727273
ILMN_3275972	99.94618	27	2.010057	0.3909091
ILMN_3197823	97.35789	25	1.806131	0.5974026
ILMN_3242567	102.4509	20	3.765636	0.2207792
ILMN_3203360	97.59644	22	2.820422	0.5766234
ILMN_3286112	101.1164	16	4.551793	0.3103896
ILMN_1743943	96.28111	20	2.332144	0.6974026
ILMN_2110829	571.6066	14	23.31014	0
ILMN_1799920	99.69924	23	2.024591	0.4090909
ILMN_1718166	94.98677	16	2.48447	0.7961039
ILMN_1657285	93.9775	21	1.521974	0.861039
ILMN_1703337	292.7934	21	12.2197	0
ILMN_3275258	93.26069	20	1.648626	0.9038961
ILMN_3198790	97.41067	17	2.766193	0.5961039
ILMN_1677076	101.3975	20	3.916627	0.2922078
ILMN_1771757	97.82557	32	1.774206	0.5623376
ILMN_1695598	8195.424	20	259.8934	0
ILMN_1810803	104.2384	25	2.667161	0.1311688
ILMN_1689036	98.08229	21	5.135508	0.5376623
ILMN_1689420	99.20473	24	3.206496	0.4428571
ILMN_1667062	104.3014	17	4.305728	0.1311688
ILMN_3296640	102.4775	20	2.573316	0.2181818
ILMN_1681049	98.75417	15	3.64171	0.4753247
ILMN_1669647	107.4181	19	4.230028	0.06233766
ILMN_1741701	99.84294	11	1.437673	0.4012987
ILMN_1682454	97.99059	29	2.982993	0.5493507
ILMN_1683604	106.9836	20	2.398593	0.06623377
ILMN_1813239	102.1577	26	2.697052	0.2363636
ILMN_1708608	96.10743	15	3.979552	0.7064935
ILMN_1685353	93.05428	17	3.654372	0.9194805
ILMN_1652799	103.1807	13	4.59167	0.1831169
ILMN_1796285	97.35822	25	2.290685	0.5974026
ILMN_1713394	13896.05	19	562.3143	0
ILMN_3207490	620.3437	19	26.97592	0
ILMN_3284003	156.6318	18	6.74907	0
ILMN_1672320	123.1077	26	4.046912	0.001298701
ILMN_1711072	102.6161	24	2.922661	0.2090909
ILMN_1804455	102.8631	20	2.941207	0.2
ILMN_1719826	102.1407	19	3.184994	0.2363636
ILMN_1736408	100.24	23	3.006221	0.3623376
ILMN_1762170	99.53464	17	3.127389	0.4246753
ILMN_3199529	110.8525	4	0.969086	0.02077922
ILMN_3276002	96.06007	20	3.422281	0.7064935
ILMN_1685988	101.8612	30	2.693096	0.2532468
ILMN_1700230	103.512	23	3.442762	0.1636364
ILMN_1813284	96.68805	21	3.410315	0.6623377
ILMN_1653506	92.4809	12	2.94831	0.9363636
ILMN_1752367	98.78415	15	2.77105	0.474026
ILMN_1671200	104.187	17	3.780665	0.1311688
ILMN_3203801	98.02504	26	2.802707	0.5441558
ILMN_3280308	98.90375	29	2.206327	0.4688312
ILMN_1675765	101.8099	24	3.804026	0.2571429
ILMN_1677797	120.2027	17	4.621198	0.002597403
ILMN_1712689	102.3511	13	3.070095	0.2233766
ILMN_1724391	113.3045	24	4.317341	0.01298701
ILMN_3289346	116.2498	21	3.393742	0.006493506
ILMN_1729385	101.3062	12	3.749368	0.3
ILMN_3284994	110.0751	27	4.923091	0.02207792
ILMN_3208487	99.29132	27	1.844336	0.4363636
ILMN_1672365	97.06795	22	2.162445	0.6220779
ILMN_1709036	107.4044	25	3.048002	0.06233766
ILMN_1782116	102.0666	16	3.840149	0.2402597
ILMN_3292840	102.1381	20	4.441274	0.2376623
ILMN_1765487	90.6193	19	2.464579	0.9831169
ILMN_3199896	169.9358	24	5.141576	0
ILMN_3289364	107.2044	15	5.264542	0.06623377
ILMN_3275224	150.4865	22	4.710878	0
ILMN_1674138	101.8613	19	3.617449	0.2532468
ILMN_3207722	124.4398	20	4.290433	0.001298701
ILMN_1700713	98.37254	21	2.175383	0.5077922
ILMN_1656073	102.8624	22	3.565676	0.2
ILMN_1669427	97.01015	19	2.467849	0.6285715
ILMN_1654673	96.8585	21	3.297123	0.6454545
ILMN_3274944	104.9974	22	3.591727	0.1051948
ILMN_1728450	96.01579	24	2.906248	0.7090909
ILMN_3279987	118.4588	19	4.278414	0.005194805
ILMN_3201365	797.5151	19	19.43493	0
ILMN_3213586	97.15068	29	2.95403	0.6155844
ILMN_3290096	88.95113	23	2.595787	0.9961039
ILMN_2193761	99.40527	18	2.181978	0.4285714
ILMN_3213964	93.30671	25	1.90572	0.9038961
ILMN_3290470	100.6255	12	3.914873	0.3350649
ILMN_1725208	94.71982	16	3.98677	0.8233766
ILMN_1724119	105.287	20	4.079685	0.0948052
ILMN_3293503	283.3741	35	7.403043	0
ILMN_1769151	99.66026	18	4.287304	0.4168831
ILMN_1710876	101.2664	15	2.74141	0.3
ILMN_3248008	109.9945	19	4.690007	0.02207792
ILMN_1702316	97.68127	17	2.04997	0.574026
ILMN_3197896	90.75385	12	1.90091	0.9805195
ILMN_3274364	93.65014	16	3.668578	0.8805195
ILMN_1695814	101.1975	20	1.927798	0.3025974
ILMN_1666718	111.6077	19	5.771183	0.01948052
ILMN_3243093	94.02261	24	2.541732	0.8597403
ILMN_1677166	96.72798	23	2.429394	0.6610389
ILMN_1660985	94.85983	21	2.397	0.8090909
ILMN_1742357	97.82692	30	2.207078	0.561039
ILMN_1709175	101.1102	29	2.767918	0.3103896
ILMN_1785452	105.3243	30	2.668361	0.09350649
ILMN_1705577	98.70512	19	3.41118	0.4831169
ILMN_3217062	93.54341	26	3.298714	0.8857143
ILMN_3287809	94.62834	32	2.254902	0.8285714
ILMN_3294007	149.5837	14	8.741745	0
ILMN_1692889	91.77451	21	2.441831	0.9584416
ILMN_1804654	103.6354	17	2.770935	0.1532468
ILMN_1711729	3040.253	30	97.13277	0
ILMN_3235907	97.70723	19	2.702668	0.5714286
ILMN_1791875	89.35728	15	2.429214	0.9922078
ILMN_1731957	105.0641	22	2.873423	0.1012987
ILMN_1805051	92.70089	19	2.524198	0.9272727
ILMN_1721614	113.1817	27	4.54583	0.01298701
ILMN_1700616	96.02272	13	2.066078	0.7090909
ILMN_1681884	104.3356	17	3.06356	0.1285714
ILMN_1754532	106.6202	28	3.088009	0.07012987
ILMN_1693077	97.97282	21	2.539246	0.5506493
ILMN_1754249	102.1321	27	2.097877	0.2376623
ILMN_3247813	100.3184	24	2.330169	0.3545454
ILMN_1654049	99.54917	17	3.309525	0.4246753
ILMN_1667789	92.7971	23	2.992404	0.9272727
ILMN_1690224	93.61796	14	8.062607	0.8818182
ILMN_1663173	136.095	21	4.537247	0
ILMN_1684897	98.93388	20	1.775808	0.4675325
ILMN_1655842	106.618	10	3.866343	0.07012987
ILMN_1665150	98.04972	31	2.182223	0.5415584
ILMN_3200018	109.5646	27	2.81697	0.02467532
ILMN_3283592	173.3511	31	5.156092	0
ILMN_3204822	102.4651	23	3.146443	0.2194805
ILMN_3234157	92.3318	16	3.228303	0.9402598
ILMN_3201380	97.51098	27	2.874168	0.5831169
ILMN_1679779	100.8911	14	3.506776	0.325974
ILMN_1655428	104.709	23	3.335055	0.1168831
ILMN_1708048	125.7694	34	2.847437	0.001298701
ILMN_3291472	1533.764	25	47.92612	0
ILMN_1790114	109.0324	28	3.584072	0.02987013
ILMN_2159471	95.54003	25	2.312016	0.7558442
ILMN_1682711	115.8114	25	3.344873	0.006493506
ILMN_1767665	90.338	11	0.8071502	0.9844156
ILMN_3292784	103.5067	26	2.505312	0.1636364
ILMN_1717565	108.751	28	2.904823	0.03506494
ILMN_1786564	97.81991	21	2.473949	0.5623376
ILMN_1788803	98.70565	17	2.334898	0.4831169
ILMN_1682607	93.19878	19	2.054238	0.9077922
ILMN_1708015	92.66238	24	2.045826	0.9272727
ILMN_1709312	102.8371	29	2.565528	0.2
ILMN_1772064	113.1848	21	2.935289	0.01298701
ILMN_1702797	100.7701	17	3.925277	0.3298701
ILMN_1696846	133.7732	23	4.784886	0
ILMN_3288752	105.0132	19	2.666641	0.1038961
ILMN_1745071	97.36562	17	2.999062	0.5974026
ILMN_1798472	107.3301	26	2.557389	0.06233766
ILMN_1808053	93.20515	17	1.554391	0.9064935
ILMN_3247645	96.46405	27	2.9168	0.6805195
ILMN_3237507	280.2272	27	8.728637	0
ILMN_3235775	103.7024	27	2.301533	0.1480519
ILMN_2054070	105.5703	17	3.526806	0.08831169
ILMN_1766867	101.0203	21	4.108947	0.3168831
ILMN_1703678	108.3796	27	3.552178	0.04285714
ILMN_1704431	148.3522	22	4.986501	0
ILMN_1690036	116.1193	18	3.732592	0.006493506
ILMN_3294499	105.8403	17	5.377794	0.08181818
ILMN_1693645	104.7828	16	2.166026	0.112987
ILMN_1781236	113.8392	26	2.836252	0.01038961
ILMN_1770410	103.9795	30	2.226054	0.138961
ILMN_1769636	95.40439	19	2.634928	0.7675325
ILMN_1749341	93.50265	20	2.321276	0.887013
ILMN_1801641	94.73111	18	2.743829	0.8233766
ILMN_1757747	86.31128	14	2.980541	1
ILMN_1764714	104.3731	18	4.186259	0.1272727
ILMN_3247400	144.015	13	10.65373	0
ILMN_1705508	104.1031	18	3.60655	0.1337662
ILMN_2200562	91.15239	18	2.390099	0.9766234
ILMN_1731804	97.78826	22	2.232549	0.5623376
ILMN_2125747	2203.8	19	50.3998	0
ILMN_1696843	280.3874	22	15.53667	0
ILMN_2070052	709.5138	19	43.90274	0
ILMN_3239783	105.404	35	2.839237	0.08961039
ILMN_1725157	102.9993	20	1.569353	0.1922078
ILMN_1702183	104.7319	15	4.115646	0.1155844
ILMN_2214947	99.85827	22	3.571794	0.4012987
ILMN_1764782	88.58856	21	2.541823	0.9961039
ILMN_1753973	99.86208	21	3.048773	0.4012987
ILMN_3249624	110.0086	17	3.35643	0.02207792
ILMN_1765124	106.5804	10	3.162223	0.07142857
ILMN_3239625	114.9135	36	3.664522	0.007792208
ILMN_3208464	101.2511	22	2.919116	0.3
ILMN_1707904	113.7249	20	3.15056	0.01038961
ILMN_1702167	100.2955	21	2.724373	0.3571429
ILMN_2141030	113.8251	22	2.918479	0.01038961
ILMN_1698164	98.69909	21	4.547292	0.4831169
ILMN_1698136	95.99098	14	4.628757	0.7103896
ILMN_1806215	102.2707	33	2.779973	0.2285714
ILMN_1771747	101.5667	21	3.058744	0.2805195
ILMN_1705630	100.3185	15	3.321445	0.3545454
ILMN_1761865	101.9639	23	3.601434	0.2493507
ILMN_1766542	96.70858	15	2.092112	0.6610389
ILMN_1670410	104.0814	27	2.707889	0.1350649
ILMN_1671701	100.1075	22	4.1004	0.3779221
ILMN_1739531	96.58601	34	2.463685	0.6714286
ILMN_1665168	97.81457	20	2.227307	0.5623376
ILMN_1672112	98.22363	16	4.039583	0.5220779
ILMN_1722929	124.7911	26	4.369755	0.001298701
ILMN_1695694	95.24767	20	3.274848	0.7805195
ILMN_3241118	195.1458	26	5.106821	0
ILMN_1653768	95.04801	20	2.462014	0.7922078
ILMN_1679208	102.496	15	2.755811	0.2181818
ILMN_1657163	102.7108	22	3.744278	0.2038961
ILMN_1670165	103.66	25	2.091488	0.1532468
ILMN_1683742	108.396	23	4.287104	0.04285714
ILMN_1664008	105.898	18	3.263703	0.08181818
ILMN_3200421	152.3112	34	4.509626	0
ILMN_1692249	97.6026	25	2.233487	0.5753247
ILMN_1663415	358.9032	19	16.71996	0
ILMN_1691592	102.2905	21	2.891998	0.2272727
ILMN_1733707	104.0777	26	1.79268	0.1350649
ILMN_3236861	98.40424	16	4.372953	0.5064935
ILMN_1692198	102.3709	25	4.520062	0.2220779
ILMN_1812049	88.56313	13	1.767342	0.9961039
ILMN_1678886	101.8185	16	2.393432	0.2558441
ILMN_3242288	1499.247	22	72.59715	0
ILMN_1664410	103.0988	17	5.051857	0.1857143
ILMN_1678145	104.4719	23	2.716792	0.1246753
ILMN_1772057	99.35794	15	3.865012	0.4298701
ILMN_3242111	106.3888	25	3.063563	0.07272727
ILMN_1764095	97.75157	19	3.961276	0.5662338
ILMN_3238297	98.8304	33	4.266776	0.474026
ILMN_1669096	124.654	22	2.951378	0.001298701
ILMN_1780502	138.0654	23	5.91418	0
ILMN_1660241	109.5622	26	3.018349	0.02467532
ILMN_1685559	107.0627	14	4.544575	0.06623377
ILMN_1787717	99.76458	24	2.951622	0.4051948
ILMN_1780772	92.2599	15	3.21484	0.9428571
ILMN_1681300	105.4483	22	3.652391	0.08961039
ILMN_3205604	113.047	29	2.613525	0.01428571
ILMN_3292243	98.95384	29	2.257769	0.4662338
ILMN_1656325	93.39207	20	2.984906	0.8974026
ILMN_3243297	8404.808	21	276.2083	0
ILMN_1668541	97.2497	27	3.129569	0.6090909
ILMN_1697626	117.4838	22	3.736312	0.005194805
ILMN_1658022	103.0268	21	3.512668	0.1883117
ILMN_1789314	105.4444	15	3.380529	0.08961039
ILMN_1660357	106.6769	26	3.362584	0.06753246
ILMN_1668334	98.27003	32	2.377187	0.5168831
ILMN_2234526	97.57771	24	2.96337	0.5766234
ILMN_1716579	96.02718	17	3.207119	0.7077922
ILMN_3243011	834.6358	22	48.49334	0
ILMN_1652079	95.79543	27	2.170352	0.7337663
ILMN_1679025	798.6879	28	24.33284	0
ILMN_1745900	602.115	15	30.48372	0
ILMN_1652927	93.3194	21	1.352714	0.9038961
ILMN_1762624	100.4622	28	2.749354	0.3467532
ILMN_1668397	101.6346	17	2.625033	0.2766234
ILMN_1808754	95.95011	31	2.127599	0.7168831
ILMN_1749481	92.06223	18	2.911226	0.9493507
ILMN_1721312	103.1256	16	4.413395	0.1844156
ILMN_1689093	98.02434	19	3.493833	0.5441558
ILMN_1739822	94.15395	18	3.163981	0.8545455
ILMN_1715075	99.34602	14	3.824714	0.4337662
ILMN_1674538	88.88659	22	1.949798	0.9961039
ILMN_1777671	98.67329	20	1.902896	0.487013
ILMN_3278642	102.2449	26	2.813823	0.2311688
ILMN_1661032	99.60791	11	3.689426	0.4194805
ILMN_1669418	99.66734	21	3.111513	0.412987
ILMN_1662164	94.87516	9	3.375498	0.8090909
ILMN_1666278	98.05812	20	2.123422	0.5402597
ILMN_1690981	97.07439	16	2.696412	0.6220779
ILMN_1680840	101.9375	22	2.609714	0.2493507
ILMN_2188405	103.0494	14	4.492429	0.1883117
ILMN_1727230	94.44875	28	2.04649	0.8376623
ILMN_1684714	104.3562	13	3.728007	0.1285714
ILMN_1683853	95.90831	15	2.222919	0.7207792
ILMN_1787547	98.3418	24	2.844006	0.5090909
ILMN_1653650	112.188	18	5.867564	0.01818182
ILMN_1654672	96.46985	22	3.161636	0.6779221
ILMN_1697232	98.21089	20	2.294596	0.5220779
ILMN_1667529	99.48161	26	1.931837	0.425974
ILMN_1686759	99.63693	19	3.013425	0.4194805
ILMN_1655624	116.0254	17	5.298516	0.006493506
ILMN_1801867	96.95088	20	2.121408	0.6324675
ILMN_1700932	99.01385	21	3.111238	0.4571429
ILMN_1803968	104.3046	17	3.560774	0.1311688
ILMN_1783427	114.2156	16	5.728594	0.009090909
ILMN_1790759	101.4602	22	3.774044	0.2844156
ILMN_1726186	97.83384	16	2.543156	0.5597402
ILMN_1770831	110.9751	13	4.614604	0.01948052
ILMN_1744497	94.84698	21	2.483382	0.8116883
ILMN_1805251	106.7587	14	3.23711	0.06753246
ILMN_1737951	101.7077	21	3.121504	0.2701299
ILMN_1695858	110.6738	26	3.576143	0.02077922
ILMN_1652113	97.33842	16	3.387794	0.6
ILMN_3243476	100.6006	27	2.101608	0.3376623
ILMN_1695872	180.9499	19	6.384002	0
ILMN_1712289	97.04131	23	1.865084	0.6246753
ILMN_1671589	98.00878	11	3.501734	0.5454546
ILMN_1773390	110.9145	33	2.857935	0.01948052
ILMN_1685520	99.09505	8	2.541481	0.4532467
ILMN_1656448	98.88878	17	4.5136	0.4714286
ILMN_1656019	99.66942	17	3.936967	0.412987
ILMN_1666848	97.99061	13	4.691953	0.5493507
ILMN_3287972	94.21866	21	3.544194	0.8545455
ILMN_3207902	96.89846	31	2.637834	0.638961
ILMN_1766663	99.74696	26	2.771737	0.4051948
ILMN_1678159	97.74669	20	2.855829	0.5675325
ILMN_1804970	109.0218	17	6.067274	0.02987013
ILMN_1799576	97.67026	16	3.207799	0.574026
ILMN_1701641	126.0117	21	4.666138	0.001298701
ILMN_2201573	101.3928	19	2.711494	0.2922078
ILMN_1655694	310.7589	26	10.75509	0
ILMN_1655162	100.9041	12	3.008078	0.325974
ILMN_1673753	223.537	24	7.867405	0
ILMN_1657996	101.8717	19	2.679272	0.2519481
ILMN_1672360	96.04459	18	2.348559	0.7064935
ILMN_1807971	97.29287	18	3.434926	0.6077922
ILMN_1679819	111.589	27	3.831306	0.01948052
ILMN_1737172	98.18203	24	2.619019	0.5285714
ILMN_1807182	99.82323	26	2.380252	0.4012987
ILMN_1720255	103.4641	29	2.619489	0.1675325
ILMN_3243714	107.5263	26	3.240801	0.06103896
ILMN_3243871	182.0891	26	7.110914	0
ILMN_1656579	101.2514	24	1.977433	0.3
ILMN_1672830	134.1539	22	3.913525	0
ILMN_1680772	114.2309	15	5.138455	0.009090909
ILMN_1705874	100.1678	21	3.051395	0.3701299
ILMN_1717406	107.2598	21	3.760581	0.06363636
ILMN_1693995	99.01147	26	2.812096	0.4584416
ILMN_1712999	103.2606	17	3.250919	0.1766234
ILMN_1772669	96.18884	12	3.749274	0.7
ILMN_1715838	107.6796	23	3.913805	0.05714286
ILMN_1783975	103.7359	28	3.008957	0.1467533
ILMN_1664955	120.5515	15	5.471096	0.002597403
ILMN_1654378	96.11714	32	1.755939	0.7051948
ILMN_1748235	105.1035	23	5.109534	0.0987013
ILMN_1681053	98.93576	33	2.203016	0.4675325
ILMN_1652199	110.0436	18	5.118864	0.02207792
ILMN_1736817	102.7974	25	4.465767	0.2
ILMN_1770596	98.327	27	2.831219	0.5090909
ILMN_1659639	99.99067	14	3.054184	0.3883117
ILMN_1658942	94.88215	16	3.018918	0.8090909
ILMN_3286154	96.12375	30	2.576279	0.7051948
ILMN_1715165	99.75706	16	4.093337	0.4051948
ILMN_3212395	104.5691	15	2.993271	0.1220779
ILMN_3233110	101.8792	26	2.3932	0.2519481
ILMN_1791084	96.91582	21	3.680537	0.6363636
ILMN_1742867	95.55627	25	2.977625	0.7558442
ILMN_1667166	100.0279	23	3.80862	0.3844156
ILMN_1799693	102.5064	23	3.335819	0.2181818
ILMN_1730138	109.9072	18	3.923857	0.02207792
ILMN_1736415	97.27682	25	2.813616	0.6090909
ILMN_1786892	99.29219	22	1.913052	0.4363636
ILMN_1733235	101.6923	25	3.191142	0.2727273
ILMN_1810780	98.26429	25	2.072526	0.5168831
ILMN_1770842	105.1188	26	3.317088	0.09740259
ILMN_1681189	118.063	30	4.302336	0.005194805
ILMN_1665007	103.2297	27	3.120574	0.1805195
ILMN_1671320	115.1704	32	3.222017	0.007792208
ILMN_1674153	97.9268	20	2.724757	0.5532467
ILMN_1651403	98.83278	20	2.387037	0.474026
ILMN_1662956	99.85194	21	2.843284	0.4012987
ILMN_1686052	96.60141	17	2.736556	0.6688312
ILMN_1711969	96.75902	29	2.317848	0.6571429
ILMN_1722447	96.67245	13	1.755315	0.6636364
ILMN_1815251	99.08831	22	2.297869	0.4532467
ILMN_1745862	96.27592	21	3.49983	0.6974026
ILMN_1661289	98.00799	21	3.241392	0.5454546
ILMN_1800169	89.95756	11	3.122624	0.9896104
ILMN_1681411	95.39484	17	2.270422	0.7675325
ILMN_1660674	94.5168	11	5.776157	0.8324676
ILMN_1802115	103.7327	30	3.40098	0.1467533
ILMN_1796181	98.13618	28	2.268798	0.5311688
ILMN_1671258	100.0379	27	2.365469	0.3818182
ILMN_1737215	104.4831	19	4.261042	0.1246753
ILMN_1699027	97.44411	23	3.259701	0.5948052
ILMN_1800588	95.23702	15	4.070592	0.7805195
ILMN_1783469	387.0177	27	14.17838	0
ILMN_1733374	335.5061	18	13.72748	0
ILMN_1815303	296.6631	10	11.46093	0
ILMN_1691062	105.7586	11	4.371062	0.08571429
ILMN_1704204	97.32787	20	2.967851	0.6025974
ILMN_1744618	93.40155	17	3.837954	0.8974026
ILMN_1715926	14033.91	22	459.4661	0
ILMN_1655510	93.88988	18	3.445457	0.8701299
ILMN_1702030	100.2719	22	2.823892	0.3597403
ILMN_1748626	97.52115	18	3.710164	0.5818182
ILMN_1724508	94.48848	20	2.822446	0.8350649
