Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_a.AVG_Signal	KHYG1_si308_a.Avg_NBEADS	KHYG1_si308_a.BEAD_STDERR	KHYG1_si308_a.Detection Pval
ILMN_1738047	103.9219	27	3.202278	0.1402597
ILMN_3192411	124.601	40	2.361644	0.001298701
ILMN_3268880	123.788	14	5.003613	0.001298701
ILMN_1792110	148.3556	20	5.117188	0
ILMN_1838791	95.29258	32	2.703709	0.7766234
ILMN_2301163	115.8923	8	5.059716	0.006493506
ILMN_1671905	333.7633	25	14.39343	0
ILMN_1805603	97.03568	27	2.907506	0.625974
ILMN_1757099	92.04034	29	1.607942	0.9506493
ILMN_1782861	99.70936	22	1.659709	0.4090909
ILMN_2101719	101.63	13	3.099479	0.2766234
ILMN_3307060	102.529	18	3.471163	0.2142857
ILMN_1665207	105.2193	20	3.666303	0.0961039
ILMN_1775423	127.5245	24	4.700152	0.001298701
ILMN_1680367	93.61462	15	3.534387	0.8818182
ILMN_1802702	103.1612	23	3.417344	0.1831169
ILMN_2183519	93.57827	25	2.101302	0.8857143
ILMN_1692568	102.9599	23	3.016291	0.1948052
ILMN_1781654	96.65953	13	2.587878	0.6636364
ILMN_1724517	97.99898	20	3.450025	0.5493507
ILMN_1783629	98.4645	11	2.921073	0.5025974
ILMN_1797104	97.91327	23	2.147406	0.5532467
ILMN_1702584	101.2467	24	3.7823	0.3
ILMN_1802192	104.6995	22	3.379106	0.1168831
ILMN_2128967	665.4009	23	25.18136	0
ILMN_1811082	98.69527	30	2.989685	0.4844156
ILMN_1786759	4429.558	20	146.368	0
ILMN_1708304	108.6953	26	3.462165	0.03506494
ILMN_2267365	120.6508	18	3.998602	0.002597403
ILMN_1788356	235.9079	26	10.53856	0
ILMN_2359029	195.5266	17	7.994757	0
ILMN_1665660	101.6029	19	2.458575	0.2792208
ILMN_1752988	389.7471	21	15.48406	0
ILMN_2077094	539.5621	13	9.802456	0
ILMN_3248086	103.4648	19	3.02148	0.1675325
ILMN_3235922	151.2385	25	6.247033	0
ILMN_1808163	132.1054	19	4.077052	0.001298701
ILMN_1812134	106.7281	11	3.633474	0.06753246
ILMN_1786872	113.1368	30	2.607247	0.01428571
ILMN_1680963	99.49468	28	3.097038	0.425974
ILMN_1799053	95.41796	25	1.963356	0.7662337
ILMN_1652602	92.60387	25	2.824239	0.9324675
ILMN_1788756	97.38848	21	3.355183	0.5974026
ILMN_3306978	113.1101	29	4.225685	0.01428571
ILMN_1789804	97.87656	18	3.740299	0.5545455
ILMN_1791968	102.3592	15	2.728228	0.2233766
ILMN_1673982	99.6105	27	2.417201	0.4194805
ILMN_1653836	98.31762	27	2.226032	0.5103896
ILMN_1782371	94.52729	18	2.932903	0.8311688
ILMN_1729842	92.02976	25	2.553592	0.9506493
ILMN_3307188	100.2064	32	2.344314	0.3636364
ILMN_1803015	94.04242	17	3.668046	0.8584415
ILMN_1680102	91.71145	31	2.728915	0.9662338
ILMN_1767642	253.8908	20	9.122017	0
ILMN_2160718	102.5961	18	3.741692	0.2103896
ILMN_1696826	104.5623	34	2.483777	0.1220779
ILMN_1739345	872.4482	15	26.10601	0
ILMN_1724532	104.7131	22	2.608508	0.1168831
ILMN_1664773	107.6968	19	3.754858	0.05714286
ILMN_2341487	138.4196	22	6.228687	0
ILMN_1796440	100.2652	23	2.051944	0.361039
ILMN_1726104	169.2971	26	4.168022	0
ILMN_2050790	101.8293	25	4.366068	0.2545455
ILMN_1674017	102.7203	30	3.142828	0.2038961
ILMN_2213297	187.908	19	6.800802	0
ILMN_1664738	134.8807	25	4.472008	0
ILMN_2063051	98.66284	24	3.163821	0.487013
ILMN_1706842	96.39502	19	1.866783	0.6909091
ILMN_1728965	237.3143	22	6.588168	0
ILMN_1802649	138.5489	20	3.164669	0
ILMN_3249949	175.0692	28	6.689754	0
ILMN_3250798	109.7432	19	4.37513	0.02337662
ILMN_1815878	591.0449	22	22.0759	0
ILMN_1677080	146.3271	25	4.506176	0
ILMN_2073263	214.888	11	4.045831	0
ILMN_1773148	297.0144	16	14.74052	0
ILMN_2268593	97.10394	14	1.561854	0.6207792
ILMN_1709050	98.14217	17	1.66255	0.5311688
ILMN_2243516	216.1222	20	8.056227	0
ILMN_1680659	99.4084	21	3.266539	0.4285714
ILMN_1767103	99.3357	23	2.816787	0.4337662
ILMN_3258513	102.0899	18	3.299677	0.2402597
ILMN_2045800	99.28056	19	4.58431	0.4363636
ILMN_1732739	96.62813	20	3.196582	0.6675324
ILMN_1779163	175.0694	24	4.536898	0
ILMN_1757847	115.7933	20	3.949569	0.006493506
ILMN_2168520	101.1528	34	3.548622	0.3077922
ILMN_1683635	99.07424	25	2.064601	0.4532467
ILMN_2049693	112.177	20	3.758182	0.01818182
ILMN_1793570	102.6977	28	2.534044	0.2064935
ILMN_1781419	515.9322	18	22.23761	0
ILMN_1656463	233.4553	27	8.124992	0
ILMN_1659017	92.15759	19	3.259559	0.9480519
ILMN_1798270	1040.977	23	35.43948	0
ILMN_2168079	98.51588	16	2.897174	0.4974026
ILMN_1669579	100.19	23	3.51393	0.3662338
ILMN_1790637	241.6078	22	10.08848	0
ILMN_1790100	295.9058	19	10.45572	0
ILMN_3240370	249.1446	20	8.563885	0
ILMN_1795564	124.7157	25	3.877627	0.001298701
ILMN_1808914	97.12533	27	2.476802	0.6168831
ILMN_2182850	97.35015	22	2.252577	0.6
ILMN_3239232	107.1302	19	4.074995	0.06623377
ILMN_1810376	99.06349	32	2.700194	0.4532467
ILMN_1766038	94.37512	22	2.465619	0.8428571
ILMN_1811437	99.42499	21	2.259043	0.4272727
ILMN_3282138	100.7799	30	1.933122	0.3298701
ILMN_1727178	101.1713	21	2.846834	0.3038961
ILMN_1777765	1201.585	20	40.5116	0
ILMN_2196335	230.3026	19	10.24127	0
ILMN_2196337	372.9337	19	14.72017	0
ILMN_1758537	92.8984	25	2.869088	0.9233766
ILMN_1804611	133.4229	18	4.527918	0
ILMN_2180371	1015.068	19	41.0803	0
ILMN_1745497	139.9668	26	3.777973	0
ILMN_3245684	104.7206	22	4.348521	0.1155844
ILMN_1787199	92.52229	16	2.328058	0.9350649
ILMN_1792671	258.228	27	10.03144	0
ILMN_1788810	151.052	28	4.90194	0
ILMN_2077733	102.8628	27	1.948157	0.2
ILMN_2122176	481.5938	15	27.63215	0
ILMN_2105923	335.0175	31	11.64974	0
ILMN_3180113	101.675	21	2.430722	0.2766234
ILMN_3256573	102.9847	24	4.256279	0.1948052
ILMN_1772446	106.3359	25	3.335447	0.07532468
ILMN_2229922	377.6588	15	13.01547	0
ILMN_1726289	188.0763	30	5.653933	0
ILMN_1755414	107.3371	30	2.807983	0.06233766
ILMN_1757142	101.4814	22	3.088192	0.2844156
ILMN_1763311	95.28834	25	2.098704	0.7779221
ILMN_1751898	163.5371	27	4.653589	0
ILMN_1722880	94.12975	25	2.976505	0.8558441
ILMN_1809597	103.2412	17	4.659438	0.1779221
ILMN_1721569	101.3745	23	3.062639	0.2935065
ILMN_1713189	665.3464	18	25.35048	0
ILMN_1711720	90.80554	20	2.114166	0.9805195
ILMN_1737818	239.4713	21	11.4873	0
ILMN_2169856	179.8772	28	5.92293	0
ILMN_1772527	316.7875	19	11.99455	0
ILMN_1728435	260.4699	31	7.636147	0
ILMN_1798957	520.1844	28	18.75789	0
ILMN_1727055	350.8797	26	9.712185	0
ILMN_1654429	112.3239	28	2.98324	0.01818182
ILMN_2161556	124.9792	20	3.664721	0.001298701
ILMN_1791792	219.7349	18	7.675772	0
ILMN_1715567	92.70872	26	2.428205	0.9272727
ILMN_2105298	102.1714	16	2.861074	0.2350649
ILMN_3244516	127.1006	20	4.232238	0.001298701
ILMN_1667857	326.1023	24	9.064384	0
ILMN_1706186	103.6004	23	2.156811	0.1545455
ILMN_1675616	95.82372	27	2.023522	0.7311688
ILMN_3273214	105.0824	38	1.657635	0.1
ILMN_1770616	101.9041	23	2.646883	0.2493507
ILMN_1812191	847.7984	22	40.19584	0
ILMN_1727606	99.04738	18	5.243645	0.4545455
ILMN_2234710	119.2853	25	2.54496	0.003896104
ILMN_2234709	117.1396	21	5.00238	0.005194805
ILMN_1773927	97.982	24	2.4997	0.5506493
ILMN_1804656	285.899	26	7.815542	0
ILMN_3241071	97.00735	19	2.249218	0.6285715
ILMN_1670355	98.7416	22	2.35148	0.4753247
ILMN_1774878	97.84698	20	2.842537	0.5584416
ILMN_2085659	95.97573	29	2.293286	0.712987
ILMN_1658477	104.4386	27	2.3156	0.1272727
ILMN_1667510	292.2981	18	10.37188	0
ILMN_1736995	118.9918	20	3.215352	0.003896104
ILMN_1789323	96.19088	21	2.490891	0.7
ILMN_3245006	102.8265	13	3.299063	0.2
ILMN_1756939	99.50495	15	4.093613	0.425974
ILMN_1844083	98.63428	21	3.02398	0.4896104
ILMN_1754410	96.29313	27	3.253275	0.6974026
ILMN_3241041	100.3341	26	2.155622	0.3545454
ILMN_3242407	93.33725	30	2.127361	0.9038961
ILMN_2152429	140.9021	22	4.992473	0
ILMN_1753265	143.1008	27	5.612843	0
ILMN_3247187	117.9179	29	4.351803	0.005194805
ILMN_1696035	102.3711	18	3.139956	0.2220779
ILMN_2223350	147.2048	16	3.684656	0
ILMN_1658494	99.7741	19	2.611468	0.4051948
ILMN_2042792	103.4263	33	2.489668	0.1688312
ILMN_1773388	98.82751	22	3.038784	0.474026
ILMN_2196550	95.74277	24	2.349525	0.7376623
ILMN_2391551	197.9063	19	6.787609	0
ILMN_1795128	190.8536	23	5.648922	0
ILMN_2285585	93.94698	30	2.238725	0.8636364
ILMN_1660754	124.0595	36	3.325914	0.001298701
ILMN_2206294	95.71697	31	2.08031	0.7376623
ILMN_1726054	105.3621	22	3.604679	0.09090909
ILMN_1682774	1027.16	26	47.92642	0
ILMN_1680178	94.25728	29	2.439773	0.8532467
ILMN_3181474	93.20155	14	2.91194	0.9077922
ILMN_1736816	200.8407	25	7.245624	0
ILMN_1797475	93.36921	25	1.80714	0.9025974
ILMN_1693431	97.52318	21	3.064546	0.5818182
ILMN_1696048	96.26734	24	2.301476	0.6974026
ILMN_1761486	413.1326	20	12.65044	0
ILMN_1759486	94.04155	18	2.692601	0.8597403
ILMN_3246728	100.1063	24	3.575278	0.3779221
ILMN_3243945	538.5958	22	22.5798	0
ILMN_1709319	95.32559	27	2.624152	0.774026
ILMN_1755882	249.1535	24	8.32907	0
ILMN_1760613	94.8353	21	1.939995	0.8116883
ILMN_1700276	196.6838	25	6.567018	0
ILMN_1758093	107.2319	26	2.598345	0.06493507
ILMN_1740165	135.1919	14	5.168645	0
ILMN_2374076	130.9973	25	3.328906	0.001298701
ILMN_1769757	208.5006	24	6.024303	0
ILMN_1807667	95.71237	18	2.173232	0.7376623
ILMN_2083789	95.39038	14	4.222967	0.7675325
ILMN_1666208	357.0276	32	9.143885	0
ILMN_3269775	325.8827	25	9.685385	0
ILMN_3193306	391.1143	28	13.83916	0
ILMN_1660812	107.8639	29	2.873045	0.05324675
ILMN_1706305	390.1073	17	10.83856	0
ILMN_2055218	97.21579	27	2.584225	0.6116883
ILMN_1699091	101.6688	30	2.847949	0.2766234
ILMN_2265093	110.0451	29	3.030556	0.02207792
ILMN_1682102	102.555	26	1.789929	0.2116883
ILMN_1777708	105.9209	19	2.858002	0.08051948
ILMN_1771629	143.6503	12	3.175911	0
ILMN_1692588	96.83649	24	3.002372	0.6467533
ILMN_1704238	152.0753	27	5.51601	0
ILMN_1804908	97.34467	22	1.862631	0.6
ILMN_1712748	256.7523	13	15.29322	0
ILMN_2181883	174.5285	32	4.862623	0
ILMN_2186858	250.6054	24	7.291439	0
ILMN_1713744	99.66334	22	3.164362	0.4142857
ILMN_1734440	147.2168	15	6.358475	0
ILMN_2111918	250.5612	20	8.872136	0
ILMN_1680781	269.0404	27	7.172143	0
ILMN_2287082	94.745	22	2.474566	0.8207792
ILMN_1781102	174.6531	20	4.352385	0
ILMN_2394193	194.1962	23	6.22232	0
ILMN_1684357	124.971	24	2.883828	0.001298701
ILMN_3307206	98.28578	26	1.769982	0.5155844
ILMN_1685781	507.4133	18	22.06937	0
ILMN_2193315	154.9313	16	6.351017	0
ILMN_1788787	94.02672	23	2.958196	0.8597403
ILMN_1669545	99.72718	26	3.210657	0.4064935
ILMN_1760222	91.55666	19	2.125215	0.9675325
ILMN_1806825	130.7721	18	3.977533	0.001298701
ILMN_1699676	217.0051	18	7.597232	0
ILMN_1740883	96.11147	23	2.737293	0.7051948
ILMN_2053281	138.5129	23	3.771799	0
ILMN_1667374	111.1556	27	4.055823	0.01948052
ILMN_1662895	106.3145	25	3.891571	0.07532468
ILMN_2078724	644.6942	14	33.41341	0
ILMN_1661945	5944.075	24	140.2929	0
ILMN_1721106	280.1744	26	7.219818	0
ILMN_1775121	100.4151	18	3.117442	0.3506494
ILMN_1669287	96.82397	12	3.177206	0.6493506
ILMN_1696708	1498.781	20	66.12197	0
ILMN_2114190	91.47174	23	2.474225	0.9675325
ILMN_1784464	106.0338	23	3.715499	0.07922078
ILMN_3261811	139.0532	15	4.822582	0
ILMN_3187771	184.9053	23	5.819587	0
ILMN_1711543	302.5735	20	8.155338	0
ILMN_2393450	94.83754	21	3.904372	0.8116883
ILMN_1673846	95.15666	23	3.159	0.7844156
ILMN_3243606	130.9568	28	3.462491	0.001298701
ILMN_3187462	102.2821	27	3.431663	0.2285714
ILMN_1728272	95.39808	23	2.153207	0.7675325
ILMN_1687718	96.35559	19	2.123946	0.6974026
ILMN_1756877	175.0933	23	4.711567	0
ILMN_1693951	98.91847	30	2.058711	0.4688312
ILMN_1689560	97.98689	23	2.087224	0.5493507
ILMN_1654386	100.5536	24	2.664929	0.3441558
ILMN_1682255	96.28939	32	1.965571	0.6974026
ILMN_1756091	100.4414	12	2.971306	0.3467532
ILMN_2157709	119.9421	21	3.535671	0.003896104
ILMN_1799563	98.67101	20	3.237133	0.487013
ILMN_1652722	459.9389	31	16.05232	0
ILMN_1698085	117.2642	28	2.358679	0.005194805
ILMN_1807728	98.01762	29	2.998421	0.5441558
ILMN_1807031	109.8481	22	4.133543	0.02207792
ILMN_1779279	387.8262	27	13.79733	0
ILMN_1796377	100.6972	23	2.460496	0.3311688
ILMN_2138745	98.83502	21	3.629954	0.474026
ILMN_3178849	101.0524	29	2.2942	0.3142857
ILMN_2185077	100.7745	19	3.270935	0.3298701
ILMN_2185072	95.66054	21	2.70437	0.7454545
ILMN_1804396	296.6699	30	8.853241	0
ILMN_2297373	114.1059	11	7.073026	0.009090909
ILMN_2412922	118.3574	22	2.325498	0.005194805
ILMN_1763091	244.4996	23	7.164757	0
ILMN_1806456	107.93	15	4.945733	0.05324675
ILMN_2147345	93.28255	22	2.205005	0.9038961
ILMN_1668914	96.24498	34	2.280932	0.6974026
ILMN_1718925	97.32406	14	2.618041	0.6025974
ILMN_2154853	94.10003	27	2.430108	0.8558441
ILMN_3233250	99.95547	21	2.667687	0.3909091
ILMN_3190621	98.63651	24	2.256256	0.4896104
ILMN_3259751	95.70468	21	1.710926	0.7402598
ILMN_3247639	93.12986	20	2.63867	0.9142857
ILMN_3268799	96.05858	19	3.341608	0.7064935
ILMN_3180114	97.57893	25	2.393366	0.5766234
ILMN_1803300	100.0821	23	1.934665	0.3792208
ILMN_1670143	92.20251	24	1.811328	0.9467533
ILMN_1658628	140.7314	29	3.768305	0
ILMN_2194388	95.18136	20	2.471191	0.7818182
ILMN_1773017	99.75301	22	3.033119	0.4051948
ILMN_1790688	106.1223	15	3.517166	0.07792208
ILMN_1657111	97.84269	20	2.484343	0.5584416
ILMN_1750352	102.0919	17	2.467586	0.2402597
ILMN_1686082	98.04121	22	2.487142	0.5441558
ILMN_1653553	382.0948	26	16.54215	0
ILMN_1690443	130.5094	19	3.564208	0.001298701
ILMN_2134381	1509.981	22	50.43036	0
ILMN_1724897	311.0982	28	9.109309	0
ILMN_1657744	146.5412	15	5.941693	0
ILMN_1801053	99.51511	12	3.215351	0.4246753
ILMN_1737699	112.6372	15	5.49397	0.01818182
ILMN_1696031	203.1065	23	6.674812	0
ILMN_2372241	104.4034	33	2.59811	0.1272727
ILMN_1693344	103.0504	19	2.881904	0.1883117
ILMN_3307664	101.5429	20	2.776162	0.2831169
ILMN_1652008	260.0086	27	7.206076	0
ILMN_2141807	334.3509	17	11.24546	0
ILMN_2150000	1562.049	26	40.86089	0
ILMN_1686373	100.5175	22	3.030397	0.3454545
ILMN_1808956	97.89516	23	2.991011	0.5532467
ILMN_1686662	95.67504	13	4.796703	0.7415584
ILMN_1739854	126.2031	23	3.223277	0.001298701
ILMN_1773848	102.0784	25	1.925433	0.2402597
ILMN_1795984	95.39573	30	2.290708	0.7675325
ILMN_3268535	102.0409	10	2.246796	0.2467532
ILMN_1768855	98.63247	19	3.344212	0.4896104
ILMN_2189406	100.9386	15	2.777862	0.3220779
ILMN_1793729	158.0638	25	4.483906	0
ILMN_1660585	129.9402	15	5.526182	0.001298701
ILMN_1747217	153.0011	21	3.107247	0
ILMN_1674662	135.3644	18	5.492754	0
ILMN_1791376	100.6196	31	2.992969	0.3363636
ILMN_2167858	92.59944	28	2.192431	0.9324675
ILMN_1700169	105.2408	18	2.949111	0.0961039
ILMN_1771326	218.5688	19	9.778504	0
ILMN_2268026	144.9137	25	4.696885	0
ILMN_1724016	100.0513	23	1.81465	0.3818182
ILMN_1795524	213.4029	26	7.438737	0
ILMN_1805410	101.1969	26	3.239139	0.3025974
ILMN_1654696	93.91742	21	1.724366	0.8636364
ILMN_2389064	97.17678	25	2.587792	0.612987
ILMN_3182984	102.3211	20	4.06554	0.2246753
ILMN_1691501	96.71782	20	2.91833	0.6610389
ILMN_1709024	99.26171	20	2.396012	0.4376623
ILMN_1775330	106.1102	20	2.996839	0.07792208
ILMN_1698363	107.569	21	3.442583	0.06103896
ILMN_1812249	96.41072	9	2.199693	0.6896104
ILMN_1737624	95.93602	20	2.633281	0.7181818
ILMN_2168276	95.37062	19	3.069835	0.7701299
ILMN_2413318	132.1755	23	3.768449	0.001298701
ILMN_1811264	291.3922	19	9.143191	0
ILMN_1810855	98.06123	15	4.112219	0.5389611
ILMN_2141118	103.2787	26	3.142987	0.174026
ILMN_2145490	99.22746	18	2.450834	0.4415585
ILMN_3248556	104.6369	28	3.158687	0.1181818
ILMN_1663484	106.0469	20	3.27631	0.07922078
ILMN_2073543	692.76	18	32.72219	0
ILMN_3238170	93.93386	18	3.136458	0.8636364
ILMN_2185427	102.7146	18	3.325911	0.2038961
ILMN_3245646	102.8876	24	2.582241	0.1987013
ILMN_1774990	265.3459	19	8.897811	0
ILMN_2369826	145.7501	23	4.654994	0
ILMN_1806189	98.54372	29	2.567613	0.4948052
ILMN_1751559	105.9383	26	2.406212	0.08051948
ILMN_1801118	579.2625	29	24.19833	0
ILMN_2273447	107.8309	25	3.07189	0.05454545
ILMN_2369580	208.7651	21	4.389941	0
ILMN_1733581	109.7945	25	3.080365	0.02337662
ILMN_3248631	100.0364	24	4.202258	0.3831169
ILMN_1799100	107.3178	17	3.59554	0.06233766
ILMN_1713884	159.0919	28	4.215272	0
ILMN_1687821	105.7683	21	3.866124	0.08311688
ILMN_1667665	101.2482	14	4.356032	0.3
ILMN_1784128	98.91213	22	2.568251	0.4688312
ILMN_1787324	284.1342	22	9.327625	0
ILMN_1815812	107.4992	28	2.538241	0.06103896
ILMN_1689710	104.0119	23	3.360421	0.1376623
ILMN_1656871	93.84523	26	2.299937	0.8714285
ILMN_1717324	130.472	25	4.40355	0.001298701
ILMN_2194828	889.9059	19	30.63433	0
ILMN_1727444	280.0525	27	12.93268	0
ILMN_1681032	107.3041	26	3.703818	0.06233766
ILMN_1759261	99.19625	21	3.427496	0.4454545
ILMN_1777129	229.7811	26	7.208889	0
ILMN_1765880	504.9174	17	17.95772	0
ILMN_1685289	932.5469	16	18.31927	0
ILMN_1656452	309.6527	19	11.46989	0
ILMN_1783333	2205.572	32	65.31969	0
ILMN_1729450	103.0112	22	2.979962	0.1896104
ILMN_1790650	563.55	19	25.30544	0
ILMN_1746829	98.8988	25	3.820691	0.4701299
ILMN_3237636	96.99069	22	2.859607	0.6298701
ILMN_1658290	198.7036	26	6.073991	0
ILMN_2135991	103.648	18	4.154535	0.1532468
ILMN_1693630	131.7664	27	3.738027	0.001298701
ILMN_1711703	134.8602	27	4.867003	0
ILMN_1683370	97.37353	27	2.413754	0.5974026
ILMN_1773407	250.0293	27	8.928471	0
ILMN_1754241	99.27062	30	2.175879	0.4376623
ILMN_1806149	102.9419	23	4.4813	0.1961039
ILMN_1790537	786.6406	28	30.37438	0
ILMN_2137003	101.2068	22	3.045887	0.3025974
ILMN_1759411	122.1837	18	2.898032	0.002597403
ILMN_2112599	1270.405	7	129.9199	0
ILMN_3246915	94.54202	21	2.085942	0.8311688
ILMN_1795662	92.96449	21	2.821058	0.9207792
ILMN_1806657	98.44564	35	2.566065	0.5038961
ILMN_1697800	99.63605	22	3.205347	0.4194805
ILMN_1690911	241.9598	15	15.69008	0
ILMN_3246732	111.4464	16	4.528519	0.01948052
ILMN_1676222	106.8393	20	3.338958	0.06623377
ILMN_1713956	103.1969	32	2.997158	0.1831169
ILMN_1874870	100.5257	23	3.241357	0.3454545
ILMN_1759325	196.5243	31	6.483892	0
ILMN_2179726	137.9646	20	3.037066	0
ILMN_3237452	102.249	22	2.288001	0.2311688
ILMN_3195203	155.6456	22	5.464194	0
ILMN_3234124	116.5785	24	3.725456	0.005194805
ILMN_1811991	115.6967	20	4.535868	0.006493506
ILMN_2388539	166.2215	16	7.1031	0
ILMN_1765923	124.7035	18	3.417145	0.001298701
ILMN_1778382	101.8826	20	3.714481	0.2519481
ILMN_1661735	98.68719	19	3.870322	0.4857143
ILMN_3239959	116.641	21	3.897324	0.005194805
ILMN_2099487	96.91277	29	1.911357	0.6376624
ILMN_1654013	104.6563	23	3.840199	0.1181818
ILMN_1727078	110.6275	15	2.502216	0.02077922
ILMN_1783645	114.9895	21	2.427	0.007792208
ILMN_1656427	126.4361	23	4.40021	0.001298701
ILMN_2113016	113.1102	19	4.65266	0.01428571
ILMN_1698650	106.2833	19	3.500326	0.07532468
ILMN_1732374	104.5648	19	3.434272	0.1220779
ILMN_1686835	149.4509	33	3.425634	0
ILMN_1687725	100.0767	22	4.632664	0.3792208
ILMN_3307733	231.9374	16	7.11979	0
ILMN_1750404	102.8736	28	3.421261	0.2
ILMN_1681252	106.0326	14	5.854014	0.07922078
ILMN_1719224	2812.655	18	183.9183	0
ILMN_1670707	104.5367	34	2.738832	0.1220779
ILMN_1688703	105.7789	17	3.207173	0.08311688
ILMN_2075221	108.2086	26	2.671466	0.04675325
ILMN_1702526	128.2927	21	3.332046	0.001298701
ILMN_1763688	342.7523	37	9.676506	0
ILMN_1765645	102.4833	22	4.689013	0.2181818
ILMN_1808625	92.82541	22	3.379671	0.925974
ILMN_1757693	117.1975	25	3.124367	0.005194805
ILMN_1776490	290.9449	31	6.583214	0
ILMN_3307509	99.09253	24	2.202176	0.4532467
ILMN_1721055	96.50427	22	2.989548	0.6766234
ILMN_1656069	103.7104	34	3.456926	0.1480519
ILMN_2056687	98.36295	20	2.338307	0.5077922
ILMN_1688422	100.639	21	3.009719	0.3337662
ILMN_2398926	692.5449	19	26.91051	0
ILMN_1700515	513.7822	31	16.29185	0
ILMN_1712985	630.6514	17	34.36188	0
ILMN_1741924	104.0331	19	4.248678	0.1363636
ILMN_1688997	110.0469	21	4.093072	0.02207792
ILMN_2225746	118.1925	21	4.252004	0.005194805
ILMN_1747347	100.7614	23	2.484562	0.3298701
ILMN_2201533	1282.96	19	38.34081	0
ILMN_1750401	270.8951	30	7.01046	0
ILMN_1812441	161.3148	23	5.041	0
ILMN_1717579	99.12253	16	3.462664	0.451948
ILMN_1676731	105.9992	27	2.81911	0.07922078
ILMN_1675097	95.06709	27	2.035219	0.7909091
ILMN_1707292	119.4951	26	4.336179	0.003896104
ILMN_1772296	123.811	24	4.581204	0.001298701
ILMN_1755711	158.6048	27	3.848967	0
ILMN_1702676	127.8825	22	5.06793	0.001298701
ILMN_1743621	116.8254	20	5.683149	0.005194805
ILMN_1711823	518.7756	20	17.45585	0
ILMN_1807533	227.0873	37	4.848251	0
ILMN_3238314	99.20442	23	3.981414	0.4428571
ILMN_1710619	101.3419	31	3.006993	0.2948052
ILMN_1810107	104.0403	27	3.047384	0.1363636
ILMN_1797155	127.1344	33	3.183868	0.001298701
ILMN_2221784	99.32748	30	2.493144	0.4350649
ILMN_2185604	90.29877	22	2.096027	0.9857143
ILMN_1806330	109.8374	21	3.645274	0.02207792
ILMN_1752947	651.6646	23	20.10914	0
ILMN_1762071	154.1827	25	4.763927	0
ILMN_1705414	108.672	28	2.687235	0.03506494
ILMN_2341690	282.5225	15	14.83354	0
ILMN_1672554	207.1414	23	8.076883	0
ILMN_1661351	113.6179	25	3.729835	0.01298701
ILMN_1783682	103.1435	27	3.074789	0.1831169
ILMN_2221076	206.5914	18	6.521176	0
ILMN_3269835	100.0335	26	2.065502	0.3844156
ILMN_3307757	110.0581	22	3.720592	0.02207792
ILMN_1682761	93.9515	17	2.797078	0.8636364
ILMN_3194613	99.72938	30	2.949254	0.4051948
ILMN_3263062	107.6959	19	3.89143	0.05714286
ILMN_3245824	155.6152	20	4.901413	0
ILMN_2043615	848.0862	17	28.38191	0
ILMN_1805131	163.7572	20	4.978457	0
ILMN_2390310	93.54203	24	1.711418	0.8857143
ILMN_3236709	103.4517	21	3.575628	0.1688312
ILMN_2280731	186.4558	20	7.477664	0
ILMN_1688727	186.1645	19	8.767057	0
ILMN_2382724	508.7132	17	12.9787	0
ILMN_3247139	342.1403	37	9.464848	0
ILMN_1713803	159.4538	22	4.108429	0
ILMN_1707137	347.6635	23	9.007627	0
ILMN_3247988	118.3402	18	4.224138	0.005194805
ILMN_2351795	108.3858	26	2.871168	0.04285714
ILMN_1671693	341.8325	14	14.94948	0
ILMN_2207328	423.9124	28	12.53266	0
ILMN_3179127	97.34078	25	2.016068	0.6
ILMN_1705656	98.32954	21	2.523822	0.5090909
ILMN_3261278	97.32693	24	3.182848	0.6025974
ILMN_1658110	193.0954	27	3.704592	0
ILMN_1722133	97.78379	25	2.858399	0.5636364
ILMN_3250914	96.00011	17	2.669517	0.7090909
ILMN_3250066	91.29565	23	1.155881	0.974026
ILMN_1771012	100.2652	29	2.342679	0.361039
ILMN_1805998	336.1482	28	11.98696	0
ILMN_1736130	295.3555	31	12.59292	0
ILMN_1801822	503.1345	33	15.38433	0
ILMN_1682941	99.74396	18	2.621428	0.4051948
ILMN_1746670	103.9416	20	2.994705	0.1402597
ILMN_2196588	183.7132	27	6.797861	0
ILMN_1673320	97.4323	19	3.413991	0.5961039
ILMN_1690442	149.6316	21	3.364147	0
ILMN_1735401	97.83553	17	4.250081	0.5597402
ILMN_1670718	100.2902	12	4.925643	0.3571429
ILMN_2173500	89.67471	16	2.196388	0.9896104
ILMN_2169089	178.2129	30	5.306666	0
ILMN_1716006	162.4353	22	6.902302	0
ILMN_1748916	820.4254	15	39.83239	0
ILMN_2182531	1453.926	21	55.90111	0
ILMN_1796074	222.4218	20	7.471976	0
ILMN_1784905	100.109	21	4.212364	0.3779221
ILMN_3237707	97.94676	30	2.233231	0.5519481
ILMN_1719097	400.8772	23	9.654224	0
ILMN_1787844	857.221	16	41.48268	0
ILMN_2362439	99.29556	28	2.587474	0.4363636
ILMN_1703695	173.9845	20	6.472335	0
ILMN_1664920	244.1932	30	6.207823	0
ILMN_1718365	95.33456	29	1.782088	0.7727273
