Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_a.AVG_Signal	KHYG1_ctrl_a.Avg_NBEADS	KHYG1_ctrl_a.BEAD_STDERR	KHYG1_ctrl_a.Detection Pval
ILMN_1813763	167.0973	16	4.123469	0
ILMN_1715742	109.2082	16	5.126384	0.01428571
ILMN_1675597	101.0525	8	4.502712	0.1311688
ILMN_1768278	95.66932	24	2.809731	0.4792208
ILMN_2189815	90.76432	24	3.144113	0.874026
ILMN_1772557	92.63035	14	3.775002	0.7454545
ILMN_1797119	101.83	25	3.452441	0.112987
ILMN_1735386	103.2927	32	2.010181	0.07142857
ILMN_2408748	105.3626	22	3.180848	0.04675325
ILMN_1662154	94.05473	22	2.315274	0.6207792
ILMN_1766083	93.00775	25	1.740764	0.7116883
ILMN_1777665	96.71987	22	3.301739	0.3805195
ILMN_1700417	94.54493	18	3.647573	0.5766234
ILMN_1730639	95.59519	16	2.738565	0.487013
ILMN_1763609	92.89362	15	2.597582	0.7207792
ILMN_1748738	89.2812	26	2.410658	0.9402598
ILMN_1653200	117.7331	20	4.725369	0.001298701
ILMN_1724902	95.0768	21	4.291837	0.5272727
ILMN_2382505	117.5513	20	2.565763	0.001298701
ILMN_1691048	95.94038	19	2.358273	0.4532467
ILMN_1762410	100.3036	23	3.19258	0.1701299
ILMN_1715972	96.5957	22	2.968141	0.4012987
ILMN_2334193	95.04077	20	3.567765	0.5272727
ILMN_3239050	106.8574	17	5.005121	0.03376623
ILMN_3227263	107.114	14	3.458421	0.03246753
ILMN_3249105	98.01105	25	3.503937	0.2818182
ILMN_1740676	90.43037	11	2.514447	0.8935065
ILMN_2048477	94.75263	24	1.729941	0.5506493
ILMN_2048478	97.75968	23	2.884838	0.3025974
ILMN_2050911	94.8145	14	1.605387	0.548052
ILMN_1685057	92.11415	13	3.374184	0.7857143
ILMN_1699357	93.25533	19	4.096381	0.6883117
ILMN_2405391	106.4576	26	3.6653	0.03636364
ILMN_2390017	96.95625	27	3.149113	0.3675325
ILMN_1797391	93.02439	22	2.564707	0.7103896
ILMN_2353117	96.34126	25	2.721787	0.4181818
ILMN_1706615	104.7155	15	5.046245	0.05194805
ILMN_1783756	88.58034	20	2.367613	0.9571428
ILMN_2232339	97.26295	25	2.39533	0.338961
ILMN_1777657	98.88026	21	2.410002	0.2298701
ILMN_1760950	95.62322	22	2.88043	0.4844156
ILMN_2376553	99.7705	23	1.70585	0.1805195
ILMN_1655272	90.64083	14	1.856074	0.8805195
ILMN_1746578	128.8637	23	2.757076	0
ILMN_1666361	87.34694	20	3.481105	0.9831169
ILMN_1788118	91.07397	20	3.778695	0.851948
ILMN_1747395	93.42994	28	2.015493	0.6701299
ILMN_1711826	99.37766	16	3.876218	0.2
ILMN_1663519	90.85463	26	1.844606	0.864935
ILMN_1815949	98.52704	20	2.431166	0.2467532
ILMN_1675391	101.5826	22	3.689061	0.1207792
ILMN_2370738	101.3505	30	2.003499	0.1233766
ILMN_1786045	96.32016	18	4.255805	0.4181818
ILMN_1701655	122.5284	27	2.219383	0
ILMN_1813671	239.8029	32	9.223159	0
ILMN_1804090	475.7361	18	21.79328	0
ILMN_1664168	270.3021	27	9.091348	0
ILMN_1788053	179.0299	33	7.274498	0
ILMN_1668012	95.75209	19	2.928641	0.474026
ILMN_1743770	197.2609	13	9.122925	0
ILMN_2347044	116.4086	31	3.269704	0.001298701
ILMN_1667670	316.9288	21	12.78282	0
ILMN_2070013	124.3562	24	3.384966	0
ILMN_2115421	95.27823	24	2.568365	0.5155844
ILMN_1806032	125.4902	21	3.897992	0
ILMN_1737312	176.1041	19	5.96415	0
ILMN_1754864	96.66651	25	3.222968	0.3922078
ILMN_1666553	365.9664	18	15.02204	0
ILMN_1813670	88.17103	24	1.835453	0.9688312
ILMN_1667429	163.9361	22	7.530215	0
ILMN_1741392	335.093	15	21.75712	0
ILMN_1783060	132.7041	18	3.729053	0
ILMN_1780417	92.60443	19	3.659483	0.7454545
ILMN_1687958	343.5428	22	12.21287	0
ILMN_1679949	296.8236	28	7.504519	0
ILMN_1665838	102.9599	22	2.205595	0.07922078
ILMN_1711838	110.2788	16	3.97795	0.01168831
ILMN_1752639	125.1123	22	5.384713	0
ILMN_1791728	234.8323	23	9.510915	0
ILMN_1811235	92.89867	21	2.0674	0.7207792
ILMN_1664748	93.01731	23	2.759623	0.7116883
ILMN_2327947	103.7415	14	3.822693	0.06233766
ILMN_1659894	156.3105	15	5.795357	0
ILMN_1750981	156.4755	19	6.542456	0
ILMN_1768251	101.3934	18	2.441608	0.1220779
ILMN_1777976	116.1659	22	5.509947	0.001298701
ILMN_1698726	102.212	16	2.880497	0.0987013
ILMN_1790472	486.2843	25	11.1417	0
ILMN_2350801	111.6208	24	3.336714	0.01038961
ILMN_1697544	121.2668	28	3.875208	0
ILMN_1788498	93.41033	15	3.609078	0.6727273
ILMN_1782890	3583.003	24	135.4357	0
ILMN_2332713	2317.928	16	124.1993	0
ILMN_1720703	128.0292	30	4.130204	0
ILMN_1725692	96.64797	29	3.174794	0.3935065
ILMN_1669846	98.89896	18	5.572614	0.2285714
ILMN_1683212	116.9717	19	5.487809	0.001298701
ILMN_1685974	99.08039	24	2.596207	0.2194805
ILMN_1709399	91.10399	22	2.071626	0.851948
ILMN_1724612	98.65903	19	3.310303	0.2428571
ILMN_1766528	156.4559	23	6.99095	0
ILMN_1715969	137.6888	21	5.21325	0
ILMN_1781231	180.526	17	12.2259	0
ILMN_1743911	1307.351	24	57.92999	0
ILMN_2211780	323.2609	25	13.41422	0
ILMN_1681670	148.1111	26	5.041682	0
ILMN_1752270	169.806	15	9.319247	0
ILMN_2054362	275.3213	20	17.17501	0
ILMN_1708398	96.11503	14	3.259548	0.438961
ILMN_2222880	322.7919	29	6.340017	0
ILMN_1763464	105.0957	32	2.830782	0.04805195
ILMN_2142284	327.3385	15	19.04098	0
ILMN_1662097	114.4471	17	3.659242	0.001298701
ILMN_1810514	321.246	19	12.48926	0
ILMN_1810727	99.45969	14	4.2792	0.1987013
ILMN_2371397	92.85039	11	2.222816	0.7246753
ILMN_1720311	282.8428	23	10.81601	0
ILMN_1774062	8499.414	26	325.6053	0
ILMN_3240838	1027.059	25	43.14035	0
ILMN_1794225	100.0312	22	2.427235	0.1727273
ILMN_1700379	88.48074	24	2.003231	0.9597403
ILMN_1808306	93.06042	19	2.490681	0.7090909
ILMN_2391169	92.50439	26	2.896716	0.7571428
ILMN_1732371	95.65701	11	2.805534	0.4818182
ILMN_1755016	101.941	26	2.620894	0.1090909
ILMN_1770556	97.29032	35	2.374845	0.3376623
ILMN_1667877	92.36301	19	3.006124	0.7727273
ILMN_1739751	125.0873	20	4.177467	0
ILMN_1672930	106.5021	19	3.239933	0.03506494
ILMN_1801491	114.4158	18	5.042994	0.001298701
ILMN_1760087	90.97192	17	1.241724	0.861039
ILMN_1652465	89.61506	24	2.755193	0.9311689
ILMN_1796154	93.0097	30	2.948291	0.7116883
ILMN_1757958	99.55578	20	3.41148	0.1948052
ILMN_1717710	87.16461	19	3.091768	0.9831169
ILMN_1785252	412.8438	26	17.74115	0
ILMN_2292686	100.3165	14	4.312366	0.1701299
ILMN_2391900	106.7842	18	3.863281	0.03376623
ILMN_1715850	94.21944	19	2.613295	0.6
ILMN_1705172	96.50863	24	2.781654	0.4051948
ILMN_1755843	100.7869	15	2.05367	0.1441558
ILMN_1656849	90.18764	29	2.288279	0.9064935
ILMN_2394210	93.77371	22	1.803676	0.6506494
ILMN_1672575	102.9633	14	4.066635	0.07922078
ILMN_1726081	100.6222	20	4.029006	0.151948
ILMN_1683102	97.37533	16	3.522685	0.3285714
ILMN_2415277	94.41692	31	2.145074	0.5831169
ILMN_1787718	106.8213	17	4.337418	0.03376623
ILMN_1700831	341.4472	22	15.17232	0
ILMN_1719627	839.0173	36	25.4604	0
ILMN_1655039	98.16832	13	3.096149	0.2727273
ILMN_1725366	262.4099	20	7.076021	0
ILMN_2377199	91.39433	23	2.019146	0.8298701
ILMN_1741592	108.4608	14	6.365141	0.02597403
ILMN_1713246	93.02094	19	2.595552	0.7116883
ILMN_1739925	94.10335	20	1.879742	0.6168831
ILMN_1815165	99.57897	20	2.811637	0.1935065
ILMN_1801886	91.71014	20	1.689825	0.8103896
ILMN_1741014	94.33265	26	2.595169	0.5896104
ILMN_2279377	95.7409	29	2.497751	0.474026
ILMN_1723971	283.4977	15	15.44256	0
ILMN_2338963	252.8645	25	9.3723	0
ILMN_1730809	97.42007	18	3.092659	0.3246753
ILMN_1717326	103.3046	25	3.774897	0.07142857
ILMN_2325056	90.28341	20	2.571078	0.8948052
ILMN_1801377	102.1184	23	3.371984	0.1012987
ILMN_1659027	532.6551	28	17.40969	0
ILMN_1663351	95.69118	22	3.086878	0.4792208
ILMN_2120247	102.4695	22	3.214955	0.09090909
ILMN_2265759	90.89994	18	3.730149	0.8636364
ILMN_1809248	93.00104	20	2.433448	0.712987
ILMN_1748090	108.1394	19	3.683536	0.03116883
ILMN_1767717	95.70694	22	2.290956	0.4779221
ILMN_1766261	89.90639	16	3.932334	0.9207792
ILMN_1741502	96.808	18	3.775465	0.3753247
ILMN_1668865	122.693	26	2.960753	0
ILMN_1755720	97.4955	17	0.6800228	0.3194805
ILMN_1775708	1357.243	17	50.48588	0
ILMN_1782545	97.35254	22	4.216208	0.3311688
ILMN_1740430	217.6738	19	5.755496	0
ILMN_1671337	99.35946	17	2.785759	0.2012987
ILMN_1778321	285.2508	24	9.334635	0
ILMN_1707370	86.77431	31	2.536892	0.987013
ILMN_1724609	390.5644	26	14.29864	0
ILMN_1723803	95.33805	18	2.066809	0.5090909
ILMN_1738406	99.16354	20	3.91774	0.2142857
ILMN_1668312	93.32278	16	2.200645	0.6805195
ILMN_1745021	126.0567	17	3.656855	0
ILMN_2067852	118.9003	20	4.785987	0.001298701
ILMN_1783672	95.98627	35	2.42404	0.4467532
ILMN_1785549	98.84522	24	2.840361	0.2350649
ILMN_2415421	91.96128	23	2.833041	0.7974026
ILMN_1805807	107.905	20	4.814068	0.03116883
ILMN_1653098	98.3772	23	2.71582	0.2584416
ILMN_2191167	93.08723	24	2.232825	0.7077922
ILMN_1709728	214.3129	16	7.619021	0
ILMN_2258471	113.0838	8	3.654208	0.005194805
ILMN_1664153	160.944	19	8.499425	0
ILMN_1732079	98.47499	28	2.431451	0.2480519
ILMN_2151168	108.6122	19	2.916385	0.02467532
ILMN_1699365	103.7885	27	2.63611	0.06233766
ILMN_1789999	202.2941	30	6.192053	0
ILMN_1774869	93.82072	21	1.84524	0.6402597
ILMN_1799128	306.4297	19	21.10624	0
ILMN_1804562	193.4336	18	10.57297	0
ILMN_1758938	109.4731	10	3.098401	0.01428571
ILMN_1697512	98.18845	19	3.510636	0.2714286
ILMN_1702683	137.1987	32	3.899086	0
ILMN_1659991	95.87707	21	2.633567	0.4584416
ILMN_2184109	103.6329	26	2.728148	0.06363636
ILMN_1654594	91.71662	28	2.77615	0.8077922
ILMN_1754053	96.28778	23	2.210428	0.4194805
ILMN_1741440	238.0371	29	11.0667	0
ILMN_1742731	305.7631	25	10.86719	0
ILMN_2391931	97.42616	25	3.788985	0.3246753
ILMN_1798885	115.9663	26	3.523745	0.001298701
ILMN_1792135	92.37362	16	3.312117	0.7727273
ILMN_1653429	162.5434	12	7.760379	0
ILMN_2105966	287.547	25	9.917714	0
ILMN_1709817	243.4257	26	9.871413	0
ILMN_1727840	739.3143	18	28.81199	0
ILMN_1789001	363.7295	34	9.826322	0
ILMN_1682910	117.0664	11	3.953027	0.001298701
ILMN_1697959	135.2255	29	3.740495	0
ILMN_1680104	156.7785	22	3.821257	0
ILMN_1754235	197.9308	28	5.550514	0
ILMN_2358914	134.1209	16	5.084417	0
ILMN_1776542	94.48887	30	2.21033	0.5792208
ILMN_2057768	100.1281	20	3.011471	0.1727273
ILMN_1706571	95.41183	20	2.926814	0.5
ILMN_1702419	96.19866	16	4.700399	0.4337662
ILMN_3251379	240.2609	22	7.929819	0
ILMN_2059173	713.2239	7	58.51811	0
ILMN_1752333	281.2759	21	18.43022	0
ILMN_1651209	96.23357	15	4.508185	0.4285714
ILMN_1749521	160.0421	20	5.057401	0
ILMN_1803728	96.04012	15	3.289515	0.4428571
ILMN_1749848	95.43645	23	2.812558	0.4974026
ILMN_2075189	447.1422	19	19.37937	0
ILMN_1790577	365.2766	29	17.71136	0
ILMN_1794959	95.83055	28	3.183416	0.4623377
ILMN_1814797	101.1008	20	3.024815	0.1285714
ILMN_1675873	94.26463	21	2.222216	0.5961039
ILMN_1733864	89.21876	23	2.055853	0.9415584
ILMN_2206554	128.1033	17	6.232024	0
ILMN_2124471	123.321	28	3.242417	0
ILMN_1793182	91.29394	12	4.89594	0.8402597
ILMN_2190007	90.86543	15	4.405113	0.864935
ILMN_1771509	94.05045	26	2.818862	0.6207792
ILMN_2082324	97.05547	24	2.2613	0.3597403
ILMN_1687495	182.1488	23	5.949952	0
ILMN_2201413	89.84742	13	4.159752	0.9246753
ILMN_2307598	111.9227	20	2.851563	0.009090909
ILMN_1779979	106.7931	25	3.492126	0.03376623
ILMN_1686535	98.38451	15	3.37146	0.2571429
ILMN_1678678	988.6363	13	45.54809	0
ILMN_2266948	120.0692	25	3.645038	0
ILMN_1769911	754.6437	23	24.45359	0
ILMN_2277419	111.6081	20	4.24186	0.01038961
ILMN_2377093	94.50333	15	3.042678	0.5779221
ILMN_1759743	201.359	21	8.439305	0
ILMN_1709635	95.75382	21	2.480414	0.474026
ILMN_1651799	257.6237	26	9.895793	0
ILMN_1672382	91.91346	24	2.657579	0.8025974
ILMN_1794890	92.72987	21	2.480887	0.738961
ILMN_1695058	229.287	20	10.46759	0
ILMN_1696622	109.9057	17	3.020381	0.01428571
ILMN_1784105	100.2335	32	2.457034	0.1727273
ILMN_2284077	99.13445	17	3.239608	0.2168831
ILMN_1773643	148.8781	33	4.234381	0
ILMN_2116714	438.0883	13	23.92419	0
ILMN_1656129	140.1315	28	3.941873	0
ILMN_1742705	159.2907	21	5.126379	0
ILMN_1718949	97.92659	22	3.92142	0.2883117
ILMN_1730937	105.5154	20	4.18695	0.04155844
ILMN_1764629	204.3577	19	7.581659	0
ILMN_1810025	97.60354	14	4.662346	0.312987
ILMN_1710543	238.896	21	10.02198	0
ILMN_2234970	1188.893	14	41.21093	0
ILMN_1746986	115.3909	29	3.948395	0.001298701
ILMN_1694801	87.92068	20	3.050547	0.9779221
ILMN_1715668	90.58499	20	2.358888	0.8844156
ILMN_1706386	122.0282	15	3.178623	0
ILMN_1794951	104.7278	16	2.795609	0.05194805
ILMN_2143566	168.2787	20	5.756375	0
ILMN_1750394	194.0213	22	8.276473	0
ILMN_2383077	121.3214	11	5.094156	0
ILMN_1778053	104.0175	18	2.498273	0.05974026
ILMN_2233539	268.928	19	8.621382	0
ILMN_1695316	315.1968	22	15.80084	0
ILMN_1756878	97.94012	21	2.547408	0.287013
ILMN_1754247	94.91674	23	2.826303	0.5337662
ILMN_1679041	180.8713	26	7.967941	0
ILMN_2317658	163.5706	17	7.488855	0
ILMN_1726456	383.8766	21	15.02544	0
ILMN_2053103	91.10154	21	3.338482	0.851948
ILMN_1761833	95.75928	22	3.265878	0.474026
ILMN_1656186	108.285	26	3.023633	0.02727273
ILMN_1747197	104.4322	28	2.589103	0.05454545
ILMN_1739885	313.6025	19	7.719213	0
ILMN_1808152	89.37119	31	2.46593	0.938961
ILMN_2356111	376.6035	27	11.90501	0
ILMN_1780924	110.6508	19	3.313193	0.01168831
ILMN_1787127	115.8795	32	3.252466	0.001298701
ILMN_2330307	498.8625	28	23.54428	0
ILMN_1762319	99.51419	20	4.019883	0.1987013
ILMN_1658407	663.3768	22	25.10704	0
ILMN_1672553	104.1476	32	2.857613	0.05714286
ILMN_1700695	2450.08	24	76.92948	0
ILMN_1758673	349.4897	22	23.63384	0
ILMN_1771987	599.9886	23	21.37844	0
ILMN_1658498	95.40811	15	2.049935	0.5
ILMN_1730977	104.6009	17	2.937471	0.05194805
ILMN_2274775	5065.494	31	220.8377	0
ILMN_1719250	102.9411	22	3.21076	0.07922078
ILMN_1744003	93.21172	25	2.865133	0.6935065
ILMN_2324162	98.01115	24	2.040111	0.2818182
ILMN_1754926	95.49171	25	2.333458	0.4922078
ILMN_2320391	102.5547	16	3.750269	0.08961039
ILMN_2246188	92.2048	18	2.233132	0.7805195
ILMN_1685259	94.09218	15	1.963449	0.6181818
ILMN_1654165	107.1646	19	5.141004	0.03246753
ILMN_1726114	95.57475	28	3.041194	0.4883117
ILMN_1745778	105.0245	23	4.585193	0.04805195
ILMN_2391976	98.26356	17	4.348172	0.2636364
ILMN_1673681	103.4953	18	3.097485	0.06623377
ILMN_1707585	92.17656	21	1.563559	0.7831169
ILMN_1658639	114.247	21	3.658802	0.001298701
ILMN_1670325	90.25301	21	3.060082	0.8961039
ILMN_1693912	98.40366	14	5.086393	0.2558441
ILMN_3247587	123.4286	22	3.99179	0
ILMN_1772809	93.99561	30	1.89924	0.6233766
ILMN_1748779	98.12509	17	3.392418	0.2727273
ILMN_1735156	96.7986	19	3.101542	0.3753247
ILMN_1750876	136.5814	20	4.532712	0
ILMN_2078389	133.1689	18	6.450272	0
ILMN_1793630	95.5479	13	1.553741	0.4896104
ILMN_1810346	93.39583	14	2.169065	0.674026
ILMN_2184556	91.00066	16	3.21297	0.8584415
ILMN_1734897	90.44758	18	1.881307	0.8922078
ILMN_2273224	620.28	18	26.60765	0
ILMN_2369571	91.92708	20	3.198588	0.8012987
ILMN_1667750	96.85578	14	2.385442	0.3727273
ILMN_2200917	204.2076	17	5.87887	0
ILMN_1808354	113.7223	25	3.373441	0.003896104
ILMN_1738300	101.0736	24	3.038863	0.1285714
ILMN_2303669	104.2009	19	2.687589	0.05584415
ILMN_1748979	93.24181	20	3.496721	0.6883117
ILMN_1681526	98.42248	21	2.721251	0.2545455
ILMN_1658806	110.1027	16	5.500775	0.01298701
ILMN_1709637	99.51441	17	3.974904	0.1974026
ILMN_1751232	94.68326	22	3.085979	0.5571429
ILMN_1691503	94.98914	19	3.056538	0.5285714
ILMN_2412849	109.126	28	2.997919	0.01428571
ILMN_2228780	95.70377	21	3.57986	0.4792208
ILMN_3307836	99.28771	31	2.523179	0.2077922
ILMN_2411317	88.71661	28	2.405068	0.951948
ILMN_1734676	97.44814	16	2.909384	0.3233766
ILMN_2296510	116.604	27	3.838689	0.001298701
ILMN_2070102	92.3293	25	2.759067	0.7766234
ILMN_1666972	98.10354	16	2.92347	0.274026
ILMN_1787813	117.4603	18	3.329057	0.001298701
ILMN_1678650	87.86731	22	2.130341	0.9779221
ILMN_1711275	85.91247	26	2.573721	0.9935065
ILMN_1741054	407.4681	17	16.59573	0
ILMN_1803748	88.40109	25	2.928621	0.9623377
ILMN_1811221	219.4379	21	8.655149	0
ILMN_1748366	95.41624	21	2.684321	0.5
ILMN_2171588	93.2516	7	4.916386	0.6883117
ILMN_1744191	97.05173	14	2.357822	0.3597403
ILMN_1772482	90.18253	22	2.874412	0.9090909
ILMN_1704446	107.4015	21	4.456578	0.03116883
ILMN_1798577	98.81776	19	6.300773	0.2350649
ILMN_1780831	102.7106	22	4.473093	0.08441558
ILMN_1707710	96.84484	19	3.223789	0.3727273
ILMN_1706813	95.70078	19	3.123684	0.4792208
ILMN_1810533	89.30511	19	3.171258	0.9402598
ILMN_1659166	97.13077	26	2.560062	0.3532467
ILMN_2291083	86.95419	20	2.314286	0.9857143
ILMN_1723287	102.5516	25	2.552317	0.08961039
ILMN_1723837	101.3688	17	2.91905	0.1233766
ILMN_1813964	89.81813	19	2.214686	0.9246753
ILMN_1724021	97.48742	20	2.18889	0.3207792
ILMN_1765607	102.8814	17	3.400156	0.07922078
ILMN_1687986	94.63979	23	2.317592	0.5623376
ILMN_2324109	86.06975	17	2.706971	0.9935065
ILMN_1698585	91.78268	24	2.01774	0.8064935
ILMN_2105797	97.19977	19	3.151351	0.3441558
ILMN_1683694	90.67278	28	2.305545	0.8792208
ILMN_1739284	93.25902	14	1.591395	0.6883117
ILMN_1673586	99.45045	16	3.839598	0.1987013
ILMN_1780222	99.72113	20	3.80997	0.1844156
ILMN_1806349	95.32647	22	2.323279	0.5103896
ILMN_2252701	107.3156	22	6.123047	0.03246753
ILMN_1714445	95.61665	28	3.193771	0.4844156
ILMN_1754262	91.25657	24	2.082285	0.8428571
ILMN_1683859	556.4495	22	18.7834	0
ILMN_1681087	94.00021	34	2.156782	0.6220779
ILMN_1655229	95.41507	22	3.341181	0.5
ILMN_1680032	89.90792	26	2.835201	0.9207792
ILMN_1676602	92.74413	22	1.946647	0.7350649
ILMN_1711451	101.962	16	3.203595	0.1090909
ILMN_1685830	86.93355	23	2.928854	0.9857143
ILMN_1781400	96.75633	17	3.835012	0.3805195
ILMN_2401457	99.34091	13	4.910788	0.2012987
ILMN_1660730	126.2756	14	3.337372	0
ILMN_1774229	90.83444	18	2.798554	0.8662338
ILMN_1720373	1479.549	30	39.06917	0
ILMN_2193553	114.7761	8	4.546894	0.001298701
ILMN_1729367	91.04503	18	2.46099	0.8558441
ILMN_1812559	177.7305	19	7.105383	0
ILMN_2324561	146.2419	23	5.006733	0
ILMN_1692049	190.9363	31	4.215738	0
ILMN_1810275	104.5053	23	3.206838	0.05454545
ILMN_1695093	89.05258	16	2.454482	0.9467533
ILMN_1747397	96.43018	26	2.856899	0.4116883
ILMN_1807894	106.9823	19	3.816	0.03246753
ILMN_1735445	96.97033	28	2.851903	0.3662338
ILMN_1699520	97.97001	21	3.009812	0.2844156
ILMN_1698846	93.42344	15	2.805189	0.6714286
ILMN_1770987	100.3469	15	4.956958	0.1675325
ILMN_1696056	90.31954	21	2.657187	0.8948052
ILMN_1712023	95.39185	29	2.746275	0.5038961
ILMN_1800425	242.2001	18	8.461031	0
ILMN_1711111	94.34742	16	2.607656	0.5857143
ILMN_2222930	95.25275	19	2.734765	0.5168831
ILMN_1753129	97.16502	12	2.630248	0.3480519
ILMN_1738849	96.81297	16	3.459927	0.3753247
ILMN_1734550	97.97075	14	4.045426	0.2844156
ILMN_1680925	1717.839	30	43.43281	0
ILMN_1765833	89.40482	13	2.075691	0.938961
ILMN_2112730	140.9467	20	3.811027	0
ILMN_1701975	91.21937	18	3.36128	0.8441558
ILMN_1714023	104.5908	24	3.900607	0.05324675
ILMN_2363097	105.5943	21	3.826277	0.04155844
ILMN_2269619	92.74017	20	2.484955	0.7350649
ILMN_1677829	156.5906	21	7.280529	0
ILMN_1774806	95.48566	18	3.030541	0.4922078
ILMN_1690625	124.5642	30	4.291251	0
ILMN_1758315	101.3259	24	3.140807	0.1233766
ILMN_1720727	87.99675	13	3.671514	0.9727273
ILMN_1656097	94.99043	32	2.509797	0.5285714
ILMN_1806979	88.10177	26	2.449426	0.9688312
ILMN_2381020	90.77235	22	2.695307	0.8727273
ILMN_1680016	100.1702	28	2.948894	0.1727273
ILMN_1771118	108.588	21	2.759386	0.02467532
ILMN_2084745	89.98249	31	1.648924	0.9181818
ILMN_1687319	90.98603	27	2.604404	0.8584415
ILMN_2144297	90.10734	24	1.754822	0.9116883
ILMN_1792317	98.56277	23	2.656833	0.2441558
ILMN_1705231	98.8387	25	3.463173	0.2350649
ILMN_1761199	105.8641	19	4.258795	0.04155844
ILMN_2087656	91.20425	17	3.108523	0.8454546
ILMN_1663699	106.2814	16	3.755733	0.03766234
ILMN_1661200	95.23907	23	2.324092	0.5194805
ILMN_1706261	229.6963	26	10.43582	0
ILMN_1654735	516.0344	16	20.84332	0
ILMN_1678928	235.7517	24	12.76986	0
ILMN_1667887	100.6578	19	3.538595	0.1480519
ILMN_1727200	177.5464	20	4.65882	0
ILMN_1686464	106.7616	22	4.059333	0.03376623
ILMN_1758324	89.50763	22	2.344624	0.9376624
ILMN_1761717	92.09919	26	2.801185	0.787013
ILMN_1673322	99.3643	20	3.383706	0.2012987
ILMN_1752520	584.5344	32	18.18675	0
ILMN_2162860	343.9942	19	15.67131	0
ILMN_1728236	99.87258	20	2.921386	0.1779221
ILMN_1768205	97.71076	24	2.404399	0.3051948
ILMN_2215862	178.1258	25	5.706274	0
ILMN_3243634	98.69028	21	2.564996	0.2415584
ILMN_1769550	106.0069	24	3.97418	0.04155844
ILMN_1777637	88.67162	23	2.469053	0.951948
ILMN_1687439	97.28935	17	2.719637	0.3376623
ILMN_1756959	99.41898	23	2.560418	0.2
ILMN_1676449	103.8287	20	3.736973	0.06233766
ILMN_1811313	92.5609	19	3.163628	0.7493507
ILMN_1750940	105.7715	25	2.824226	0.04155844
ILMN_2096623	91.51203	22	3.081614	0.8207792
ILMN_1795170	94.95232	23	3.016301	0.5311688
ILMN_1736969	101.1343	15	4.005167	0.1285714
ILMN_2199768	93.47144	23	3.011942	0.6675324
ILMN_1789040	93.98281	15	3.768812	0.6246753
ILMN_1813197	92.76393	28	2.923942	0.7337663
ILMN_2159322	230.4416	32	9.343946	0
ILMN_1700834	215.0858	16	12.77988	0
ILMN_1783120	241.9374	34	8.582896	0
ILMN_2232157	96.08685	37	3.099116	0.4402598
ILMN_1769306	101.1265	24	3.343668	0.1285714
ILMN_1654671	93.24102	19	3.067914	0.6883117
ILMN_3240893	100.7588	13	3.899632	0.1441558
ILMN_1778595	100.402	31	3.214383	0.161039
ILMN_2114720	93.33214	28	2.310676	0.6792208
ILMN_1742224	237.0155	28	9.027231	0
ILMN_2395204	306.2512	28	8.535484	0
ILMN_1718815	161.7445	19	7.738118	0
ILMN_1685369	145.0582	25	4.97345	0
ILMN_1705080	92.53996	20	2.568943	0.7532467
ILMN_1745567	97.28254	24	3.148993	0.3376623
ILMN_1655195	244.4202	16	14.52064	0
ILMN_2133534	166.0164	31	4.711517	0
ILMN_1770444	96.38084	17	3.576148	0.4142857
ILMN_1662483	127.8742	20	4.339423	0
ILMN_1670540	98.33305	22	2.921896	0.2584416
ILMN_1705392	97.12673	29	2.641486	0.3532467
ILMN_1751036	102.3466	29	1.941434	0.0961039
ILMN_1771203	133.653	23	3.559237	0
ILMN_1754521	97.062	15	4.841283	0.3597403
ILMN_1682738	405.1481	20	23.17073	0
ILMN_1741477	362.9089	15	18.60044	0
ILMN_1761994	86.60238	15	1.48851	0.9896104
ILMN_2371984	96.93649	22	2.079764	0.3688312
ILMN_1674551	173.3144	25	4.908846	0
ILMN_3304064	95.90501	28	1.934303	0.4584416
ILMN_1767068	147.2393	21	5.266732	0
ILMN_2203896	122.3434	17	4.929122	0
ILMN_2203891	120.3663	29	2.718252	0
ILMN_1815385	95.06583	25	2.762849	0.5272727
ILMN_2380243	100.7095	18	4.012135	0.1454545
ILMN_1804415	124.409	19	3.468886	0
ILMN_1657429	84.93816	24	1.769103	0.9961039
ILMN_2279182	97.43417	18	2.601425	0.3246753
ILMN_1768271	192.607	20	7.866223	0
ILMN_2363231	123.5916	19	3.393266	0
ILMN_1781468	177.722	20	6.496355	0
ILMN_2081682	1304.938	28	37.672	0
ILMN_2376258	91.09233	29	2.30688	0.851948
ILMN_2376263	101.178	26	2.672213	0.1272727
ILMN_1672419	95.09838	24	2.928505	0.5272727
ILMN_1791702	414.3466	24	17.89222	0
ILMN_1814173	1175.443	30	30.61312	0
ILMN_2223130	185.1313	16	7.982092	0
ILMN_1713163	190.5246	21	9.819009	0
ILMN_1741976	139.3453	17	5.740011	0
ILMN_1752111	175.3399	26	5.160985	0
ILMN_2403458	216.4048	22	10.33574	0
ILMN_1758823	396.9149	19	12.45146	0
ILMN_1694603	721.6837	16	32.14524	0
ILMN_2251047	102.6494	8	5.152176	0.08701298
