Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_b.AVG_Signal	KHYG1_ctrl_b.Avg_NBEADS	KHYG1_ctrl_b.BEAD_STDERR	KHYG1_ctrl_b.Detection Pval
ILMN_2171295	91.67046	27	3.160436	0.8571429
ILMN_1807771	96.71005	22	2.636968	0.4181818
ILMN_2216008	91.73795	21	3.064018	0.8545455
ILMN_1727539	92.12772	16	3.118284	0.825974
ILMN_1687842	113.8612	29	3.595771	0.007792208
ILMN_2163324	91.93977	36	1.930623	0.8415585
ILMN_1677711	95.56136	26	2.101745	0.5441558
ILMN_2232630	93.37903	26	1.599339	0.738961
ILMN_1717572	99.39469	28	2.725108	0.2311688
ILMN_1661366	862.213	27	25.16555	0
ILMN_2112417	1458.043	29	88.15224	0
ILMN_1668072	89.88101	29	1.929847	0.9350649
ILMN_2102515	251.3956	20	12.09004	0
ILMN_1691104	659.7903	21	33.36237	0
ILMN_1682953	701.9956	19	30.41684	0
ILMN_1706841	1413.007	17	80.25832	0
ILMN_1788254	286.2053	26	14.11463	0
ILMN_1789944	259.8006	27	11.53094	0
ILMN_1748027	94.836	31	2.33147	0.6155844
ILMN_2185665	103.7899	27	2.62528	0.07662338
ILMN_1805636	150.2216	26	4.248982	0
ILMN_1791949	96.99919	28	2.931623	0.3974026
ILMN_1735075	123.6126	26	2.946666	0
ILMN_1686326	96.2033	18	2.788208	0.4779221
ILMN_1737416	106.753	13	3.134728	0.03636364
ILMN_2169736	100.3568	30	3.337542	0.1883117
ILMN_1651690	97.27592	15	3.505406	0.3727273
ILMN_1733831	95.31527	24	2.096732	0.5701299
ILMN_1795484	96.16837	20	3.256667	0.4818182
ILMN_2058795	84.77428	14	4.069552	1
ILMN_1713031	97.24421	26	3.173171	0.3779221
ILMN_1794165	598.0706	24	26.80441	0
ILMN_1809813	99.4379	12	3.610956	0.2311688
ILMN_2156786	114.1088	11	7.423005	0.007792208
ILMN_3251365	110.0087	26	3.744971	0.01688312
ILMN_2216852	1018.673	19	42.9783	0
ILMN_1755749	3863.482	18	255.6785	0
ILMN_1692554	96.86059	30	1.977695	0.4090909
ILMN_2161955	89.1332	24	2.682482	0.9597403
ILMN_1797005	452.2604	17	19.15621	0
ILMN_1704870	98.27933	18	3.041725	0.2974026
ILMN_3307921	97.96016	23	1.928246	0.3181818
ILMN_1701778	88.69928	28	1.514665	0.9636363
ILMN_2046751	97.59893	17	3.684734	0.3428572
ILMN_2046750	98.56451	21	2.511551	0.2818182
ILMN_1781389	105.6292	26	2.938971	0.04545455
ILMN_1800659	1198.374	19	43.53294	0
ILMN_1673543	225.5243	18	9.706371	0
ILMN_1716265	107.3882	16	4.022746	0.02987013
ILMN_1693620	124.4252	22	4.692276	0
ILMN_2168314	102.6992	24	1.871766	0.1090909
ILMN_2271149	97.64762	23	2.595169	0.3428572
ILMN_1728337	98.67361	16	3.961895	0.2753247
ILMN_1803278	97.30487	23	2.714802	0.3688312
ILMN_1781388	97.12473	22	3.77221	0.387013
ILMN_1709590	96.12858	21	3.642334	0.487013
ILMN_2069399	101.6687	17	2.633303	0.1350649
ILMN_1702760	94.90073	22	2.723474	0.6116883
ILMN_1836744	143.4396	24	5.647134	0
ILMN_2057566	143.3728	15	6.649136	0
ILMN_1707513	100.0538	25	2.659706	0.2038961
ILMN_1811014	98.52251	23	2.634746	0.2831169
ILMN_1684771	1333.335	20	51.52822	0
ILMN_2195236	539.4334	21	15.94331	0
ILMN_2075051	216.2571	24	8.372147	0
ILMN_1717461	101.3016	20	4.035935	0.1454545
ILMN_1684541	86.254	13	2.581407	0.9922078
ILMN_2154287	102.3649	22	3.623815	0.1142857
ILMN_1736982	126.5477	34	3.557875	0
ILMN_1790533	97.16767	28	3.252155	0.3805195
ILMN_1799424	103.2815	29	3.292623	0.09350649
ILMN_1666222	98.49157	24	3.547966	0.2857143
ILMN_2411864	97.51442	18	3.188657	0.3506494
ILMN_1736548	321.8264	16	9.353392	0
ILMN_2380101	93.56831	23	2.218105	0.7272727
ILMN_2279099	88.55985	25	2.399718	0.9649351
ILMN_3237589	272.0756	28	9.926657	0
ILMN_1728074	360.1531	26	14.30222	0
ILMN_2190779	148.3963	26	5.185269	0
ILMN_1692651	740.8791	22	19.39105	0
ILMN_1696087	807.9691	16	51.00609	0
ILMN_1796710	121.6708	26	3.656337	0
ILMN_1670147	104.3547	16	4.544406	0.06753246
ILMN_1808047	124.4033	21	3.0669	0
ILMN_1673461	92.19145	19	2.646278	0.8246753
ILMN_2179873	98.21315	33	2.586512	0.3012987
ILMN_1792353	103.9726	21	3.804519	0.07142857
ILMN_1812552	173.0865	31	4.650955	0
ILMN_1668242	97.61643	19	2.030627	0.3428572
ILMN_1752877	101.8	24	2.954895	0.1272727
ILMN_2385866	110.3882	19	3.915494	0.01558442
ILMN_1746968	132.2211	17	3.620163	0
ILMN_1690138	196.4266	20	10.89161	0
ILMN_2390162	344.2323	17	15.1308	0
ILMN_1776723	387.6061	26	7.194175	0
ILMN_2284706	114.7504	27	3.449298	0.007792208
ILMN_1808781	93.47395	17	2.403754	0.7324675
ILMN_1772253	95.98331	19	2.915014	0.5051948
ILMN_1730799	103.7981	19	2.155155	0.07662338
ILMN_1761560	312.3569	17	11.58619	0
ILMN_2401770	110.4434	19	3.63173	0.01558442
ILMN_1697975	94.64872	26	2.762633	0.6298701
ILMN_2401769	180.2841	23	6.422915	0
ILMN_1653438	221.1307	10	10.01946	0
ILMN_1795285	202.3312	25	5.729983	0
ILMN_1790518	103.7534	22	3.22061	0.07792208
ILMN_2279144	95.2957	14	3.223083	0.5701299
ILMN_1794473	97.24332	18	3.288027	0.3779221
ILMN_1655194	147.5849	21	4.631888	0
ILMN_1736015	189.5221	21	5.232937	0
ILMN_1713249	346.9829	12	10.96504	0
ILMN_1745420	267.4141	22	10.43844	0
ILMN_1756676	344.5124	20	11.98093	0
ILMN_1726426	104.2092	27	3.329037	0.07012987
ILMN_1720476	123.9722	20	4.040349	0
ILMN_1813657	153.0139	21	5.675075	0
ILMN_2361186	140.7927	18	6.92063	0
ILMN_1732985	189.4557	25	6.939681	0
ILMN_2268618	97.48441	21	4.299419	0.3545454
ILMN_1727287	96.78542	37	2.151896	0.4103896
ILMN_2361185	108.2818	16	3.67783	0.02467532
ILMN_1700591	93.10226	16	3.675466	0.7649351
ILMN_1699496	332.9442	28	8.722955	0
ILMN_1790154	100.0616	17	3.773251	0.2025974
ILMN_1746135	301.6264	14	11.5145	0
ILMN_2057826	135.9857	15	5.965551	0
ILMN_1798164	395.4181	19	15.82768	0
ILMN_1775901	375.7312	27	19.75967	0
ILMN_2112402	1686.942	24	49.43991	0
ILMN_1766110	106.4395	10	1.793241	0.03766234
ILMN_2325194	104.3029	18	5.056427	0.06883117
ILMN_1714749	96.87803	25	3.346492	0.4064935
ILMN_2375156	112.6855	39	2.692535	0.007792208
ILMN_1699514	99.30946	25	2.765628	0.2350649
ILMN_2375160	95.29924	22	1.854615	0.5701299
ILMN_2230530	95.16825	18	2.647912	0.5792208
ILMN_1711318	103.8871	21	4.185825	0.07402597
ILMN_1704537	97.44689	24	2.562025	0.3571429
ILMN_1788689	232.9623	28	7.133831	0
ILMN_1812503	104.2521	27	3.40594	0.07012987
ILMN_1814074	143.1987	19	4.496018	0
ILMN_2288232	123.529	35	3.373938	0
ILMN_1718001	101.0402	22	2.239204	0.1558442
ILMN_1652412	100.1052	12	1.452837	0.1974026
ILMN_1800447	193.999	22	7.86081	0
ILMN_1682181	91.36674	24	1.881962	0.8766234
ILMN_2113102	97.2817	24	3.023084	0.3714286
ILMN_1669607	125.8097	16	6.56255	0
ILMN_3251550	124.8947	20	3.762064	0
ILMN_1687978	153.2868	27	3.672635	0
ILMN_1671557	96.70587	19	2.292504	0.4194805
ILMN_1659106	99.58372	27	3.762752	0.2233766
ILMN_1666819	103.2807	22	2.209058	0.09350649
ILMN_1719792	104.1071	24	2.603431	0.07012987
ILMN_2179778	107.7608	17	2.802146	0.02727273
ILMN_3307944	107.0978	23	3.241247	0.02987013
ILMN_1766370	93.14555	25	2.868938	0.7584416
ILMN_1814661	97.72451	19	3.615921	0.3324675
ILMN_2083567	113.6555	25	3.752902	0.007792208
ILMN_1688240	102.5218	22	3.221954	0.1142857
ILMN_2152865	92.45901	18	2.666734	0.8051948
ILMN_1728380	157.3822	20	5.757654	0
ILMN_1670681	99.07649	14	4.019847	0.2519481
ILMN_1736619	106.393	14	7.619188	0.03766234
ILMN_2193864	105.4346	17	5.765325	0.04675325
ILMN_1676611	433.0746	21	16.61104	0
ILMN_1766593	93.80522	21	3.650842	0.7116883
ILMN_3245476	517.8099	26	13.25556	0
ILMN_1803464	167.5059	27	7.794251	0
ILMN_2161508	97.91482	17	3.144589	0.3233766
ILMN_2282352	120.8606	14	4.137697	0
ILMN_1773073	150.5967	25	4.365514	0
ILMN_2385566	98.71455	31	2.403836	0.2714286
ILMN_2183692	91.96541	22	1.586808	0.8415585
ILMN_1713387	95.0459	36	2.750212	0.5987013
ILMN_1678710	96.26874	36	1.850709	0.4701299
ILMN_1661895	92.14679	25	2.631351	0.825974
ILMN_2071446	100.146	15	3.613704	0.1974026
ILMN_1766264	100.0741	17	4.100943	0.2012987
ILMN_1693192	95.39349	14	2.772843	0.5623376
ILMN_1750549	127.5742	19	4.661838	0
ILMN_1815134	354.343	18	13.52799	0
ILMN_2147471	131.5899	24	3.782535	0
ILMN_3229812	103.0565	15	3.432599	0.0961039
ILMN_3232529	104.1785	17	3.349946	0.07012987
ILMN_1656184	143.5049	16	5.520358	0
ILMN_1655126	210.6016	18	8.471561	0
ILMN_1666597	136.2575	21	5.963517	0
ILMN_1780598	217.025	23	8.251392	0
ILMN_1713613	98.48183	15	2.701796	0.287013
ILMN_1694799	177.4817	18	7.206045	0
ILMN_1658302	119.7053	29	2.89938	0
ILMN_1769406	102.214	23	2.560255	0.1194805
ILMN_1814966	127.5059	16	4.482228	0
ILMN_1802905	566.4517	30	13.83254	0
ILMN_1777644	90.19234	13	1.921395	0.9207792
ILMN_1670668	102.0478	25	2.695922	0.1220779
ILMN_2227473	97.17949	16	2.621041	0.3805195
ILMN_1758111	101.9155	10	3.556525	0.1246753
ILMN_1778709	112.934	17	2.774105	0.007792208
ILMN_1715273	398.7144	18	21.31611	0
ILMN_2373982	133.4568	20	3.251037	0
ILMN_1671891	96.56571	26	2.821488	0.4415585
ILMN_2155272	166.512	18	5.976166	0
ILMN_1705985	224.257	16	8.488626	0
ILMN_1802390	92.34898	31	1.726065	0.8116883
ILMN_2367186	93.49368	17	3.129803	0.7324675
ILMN_1733311	215.0683	27	6.293594	0
ILMN_1723632	472.2017	24	15.80383	0
ILMN_2397571	183.8349	28	7.009395	0
ILMN_1808938	343.6858	21	15.87366	0
ILMN_1658773	104.939	20	2.711574	0.05454545
ILMN_1769751	134.245	27	4.475986	0
ILMN_1798395	184.8319	28	7.242424	0
ILMN_3251246	172.5312	27	6.773188	0
ILMN_1772743	259.7834	30	10.86316	0
ILMN_1760332	118.6684	11	3.955218	0.001298701
ILMN_1799860	269.3398	18	8.711071	0
ILMN_2263829	95.60078	20	3.645603	0.5363637
ILMN_2352724	174.2112	20	7.677773	0
ILMN_1691112	282.4225	17	5.295279	0
ILMN_1653613	121.1637	26	3.511027	0
ILMN_2379931	155.0501	35	3.674206	0
ILMN_1673395	107.3709	19	2.504747	0.02987013
ILMN_1774949	226.6195	20	6.101122	0
ILMN_1764871	587.1106	22	19.90298	0
ILMN_1701413	167.4041	25	5.712514	0
ILMN_1685387	91.84866	24	2.303381	0.8467532
ILMN_1691291	176.3045	30	3.93985	0
ILMN_1738759	241.0027	26	9.089491	0
ILMN_1738263	560.813	26	18.61697	0
ILMN_1762993	166.3587	15	9.74684	0
ILMN_2178186	107.8888	18	3.300095	0.02727273
ILMN_1743397	230.2456	24	11.27533	0
ILMN_1769508	262.0637	24	6.668574	0
ILMN_1672366	856.1284	25	44.02492	0
ILMN_1790352	91.25377	23	2.827504	0.8779221
ILMN_1675131	238.9925	23	11.07037	0
ILMN_1769453	93.82	14	3.425748	0.7103896
ILMN_1652787	126.802	13	3.246068	0
ILMN_2166093	103.5922	22	2.530589	0.08181818
ILMN_3251440	113.5183	22	3.380967	0.007792208
ILMN_2117323	119.1251	20	4.21528	0.001298701
ILMN_1738993	89.89548	17	2.776382	0.9337662
ILMN_1687896	143.147	23	5.250418	0
ILMN_1705396	95.80279	30	1.883229	0.5194805
ILMN_1705468	120.7658	27	3.074427	0
ILMN_1763347	100.3678	26	2.867105	0.1883117
ILMN_1766275	337.4888	28	10.74769	0
ILMN_1770433	338.9449	25	14.36779	0
ILMN_1719986	160.2965	24	5.883464	0
ILMN_1760303	228.2712	25	7.598739	0
ILMN_2289433	89.71473	31	1.981882	0.9428571
ILMN_1691433	103.4675	19	3.052455	0.08571429
ILMN_1689057	96.84608	26	2.754629	0.4090909
ILMN_2398235	102.0704	19	3.331544	0.1220779
ILMN_1726565	567.9258	16	24.17699	0
ILMN_1692895	105.5781	23	3.844535	0.04675325
ILMN_1715832	115.0278	33	2.716877	0.006493506
ILMN_1681067	101.8325	21	2.288201	0.125974
ILMN_3246957	103.6189	21	3.046069	0.08051948
ILMN_1790875	100.7703	21	4.541201	0.1688312
ILMN_1655177	509.1744	23	14.09801	0
ILMN_1734434	94.13837	19	2.173824	0.6805195
ILMN_1742197	91.4679	36	2.011062	0.8714285
ILMN_1671108	99.44645	21	3.020183	0.2311688
ILMN_2362858	110.4481	16	3.337952	0.01558442
ILMN_1729915	107.8539	26	3.492341	0.02727273
ILMN_2241953	96.74985	25	2.484122	0.4103896
ILMN_1807712	174.8753	20	5.859049	0
ILMN_1768754	378.9108	27	14.19974	0
ILMN_1723984	96.3652	18	2.750678	0.4558442
ILMN_1685534	95.96148	27	3.30458	0.5077922
ILMN_1815023	452.6006	26	20.75908	0
ILMN_1748283	259.8881	24	9.817561	0
ILMN_1672034	103.5913	21	3.295865	0.08181818
ILMN_1707748	161.925	26	4.944461	0
ILMN_1789781	99.01371	25	1.812392	0.2558441
ILMN_1776375	1420.973	20	25.66772	0
ILMN_3237693	93.93425	13	1.885335	0.6987013
ILMN_1729515	109.8806	23	3.263966	0.01818182
ILMN_1666924	108.6765	27	4.935382	0.02337662
ILMN_1790309	179.9142	22	4.820436	0
ILMN_2182647	139.024	26	3.802504	0
ILMN_3245773	102.6394	24	3.646379	0.1090909
ILMN_2092077	97.17364	20	3.689284	0.3805195
ILMN_1796497	137.3742	15	4.186536	0
ILMN_3236637	1087.888	17	54.2276	0
ILMN_1741017	118.3196	24	2.751142	0.001298701
ILMN_1701213	112.0921	20	3.108919	0.009090909
ILMN_1787308	125.1955	22	3.711062	0
ILMN_1769869	111.6596	28	3.619951	0.009090909
ILMN_1738757	96.10473	21	2.55204	0.4909091
ILMN_1734478	96.73052	30	2.406349	0.4142857
ILMN_1736654	97.66113	27	2.973504	0.3415585
ILMN_1668514	107.3392	21	3.65836	0.02987013
ILMN_2152465	123.211	23	4.267489	0
ILMN_1812105	791.4494	23	43.99984	0
ILMN_1743535	94.71221	23	2.632301	0.6246753
ILMN_2103774	104.5342	24	4.040485	0.06103896
ILMN_1739050	91.45877	25	2.027603	0.8714285
ILMN_1676763	345.8647	15	15.60382	0
ILMN_2383383	167.7049	21	4.83146	0
ILMN_1761247	236.2346	21	13.45737	0
ILMN_3239213	90.85754	30	2.520409	0.8974026
ILMN_1793934	183.3232	23	8.970272	0
ILMN_3309709	91.2843	18	2.23584	0.8779221
ILMN_1715804	117.2365	18	3.615162	0.002597403
ILMN_1809245	204.5035	27	6.315652	0
ILMN_1670638	182.1186	21	5.999492	0
ILMN_1738796	115.5435	27	3.447123	0.006493506
ILMN_1653220	331.9555	21	15.70708	0
ILMN_1725187	101.6627	25	2.816386	0.1350649
ILMN_1751635	93.05901	18	3.92833	0.7714286
ILMN_1698072	123.4938	27	4.135594	0
ILMN_1674386	97.2915	19	3.153155	0.3714286
ILMN_1742218	90.78558	19	3.602813	0.8987013
ILMN_1796847	102.9764	16	4.036858	0.1012987
ILMN_2391400	96.21413	20	1.871499	0.4766234
ILMN_1720976	95.66496	23	2.691447	0.5311688
ILMN_1666526	107.3396	17	5.148741	0.02987013
ILMN_1701220	98.79561	37	2.177075	0.2688312
ILMN_1755350	94.13616	27	3.577312	0.6805195
ILMN_1711818	92.36058	21	2.361073	0.8090909
ILMN_1706938	96.27952	28	1.591419	0.4675325
ILMN_1735693	91.40542	22	2.487509	0.8753247
ILMN_1769606	95.76065	19	3.522971	0.5194805
ILMN_2147078	97.16109	26	3.051198	0.3805195
ILMN_1734810	101.0215	28	2.169727	0.1584416
ILMN_2373566	175.3589	17	5.7939	0
ILMN_1667261	98.32911	15	3.400914	0.2935065
ILMN_1688702	965.7686	22	36.98192	0
ILMN_2081344	103.7615	23	1.888293	0.07792208
ILMN_2339028	109.0321	30	3.059321	0.02207792
ILMN_1669645	101.2398	24	3.996853	0.1454545
ILMN_1671272	93.15012	21	2.250347	0.7584416
ILMN_2110422	97.67186	14	4.412885	0.3402597
ILMN_2372316	95.1561	29	2.881345	0.5818182
ILMN_1735534	93.65984	28	2.020143	0.7207792
ILMN_2274586	94.70044	23	2.218091	0.625974
ILMN_1742788	89.29911	21	2.351916	0.9532468
ILMN_1702401	92.28646	17	4.009403	0.8168831
ILMN_3308683	109.9061	26	3.242351	0.01688312
ILMN_2052891	122.0577	22	4.5518	0
ILMN_1807300	104.5751	25	3.458143	0.06103896
ILMN_1789361	98.11762	24	2.319027	0.3038961
ILMN_1768262	92.31569	21	3.067028	0.8142857
ILMN_3234837	91.18411	12	3.468234	0.8805195
ILMN_1673234	96.0653	15	3.236947	0.4948052
ILMN_1749579	89.99783	16	3.279419	0.9298701
ILMN_1720034	88.89087	14	2.302827	0.9610389
ILMN_1701562	98.01797	17	2.564886	0.3142857
ILMN_1717886	94.29377	26	3.124808	0.6727273
ILMN_2337974	150.0992	23	5.395729	0
ILMN_1674031	89.93442	24	2.095003	0.9337662
ILMN_1762262	108.229	19	2.608956	0.02467532
ILMN_1695002	95.14571	18	4.284218	0.5844156
ILMN_2337263	98.76345	29	1.759147	0.2688312
ILMN_1796627	95.26994	20	3.324946	0.5727273
ILMN_2406169	99.97057	28	2.865041	0.2051948
ILMN_1702911	99.30545	10	3.575828	0.2350649
ILMN_1777031	89.94898	26	2.06734	0.9337662
ILMN_2380561	103.2378	20	5.026378	0.09350649
ILMN_1723644	95.7059	25	1.570521	0.5285714
ILMN_1725172	114.1234	23	3.028154	0.007792208
ILMN_2279397	93.29829	23	2.286336	0.7493507
ILMN_2366634	563.5613	21	15.43454	0
ILMN_1775327	313.8972	22	10.37917	0
ILMN_1672650	212.1566	25	5.875124	0
ILMN_1766658	292.0231	20	14.52038	0
ILMN_2401436	145.6832	25	5.188388	0
ILMN_2272120	93.58866	35	1.59955	0.725974
ILMN_2367710	143.4511	19	5.03502	0
ILMN_1662687	100.1282	17	4.711885	0.1974026
ILMN_2367707	129.2036	25	4.072826	0
ILMN_1706825	115.3027	20	3.724188	0.006493506
ILMN_1797184	101.0307	21	3.231789	0.1584416
ILMN_1745365	183.624	23	6.495038	0
ILMN_1789449	104.7614	21	3.121844	0.05714286
ILMN_1807689	97.08746	32	1.862991	0.3922078
ILMN_1716424	90.59238	18	2.69262	0.9077922
ILMN_1663454	95.27323	27	1.7738	0.5701299
ILMN_2386973	89.90227	29	1.957592	0.9337662
ILMN_1796141	97.89841	19	3.887448	0.3233766
ILMN_1753457	92.59365	25	1.69582	0.7948052
ILMN_1726112	96.13791	18	2.145161	0.4857143
ILMN_1661325	99.85523	28	2.621912	0.2077922
ILMN_1749410	99.53629	24	2.786641	0.2285714
ILMN_1792506	96.63417	18	3.289882	0.4324675
ILMN_1762561	98.70599	17	3.669127	0.274026
ILMN_1714956	104.6725	15	2.991493	0.05714286
ILMN_1808487	99.41014	26	3.162015	0.2311688
ILMN_1756910	121.8466	16	4.652907	0
ILMN_3226641	95.00559	21	2.212275	0.6012987
ILMN_1721549	92.26282	21	1.9768	0.8194805
ILMN_1740586	100.7621	11	4.665866	0.1701299
ILMN_3237030	102.2392	26	3.615365	0.1194805
ILMN_1788811	102.8757	18	2.727777	0.1051948
ILMN_2233050	181.0276	24	5.049819	0
ILMN_1710590	97.73193	25	3.053392	0.3324675
ILMN_1724799	109.0639	16	6.096778	0.02077922
ILMN_1746769	88.50354	19	3.398197	0.9649351
ILMN_1803561	96.56908	25	2.569619	0.438961
ILMN_1697629	223.9236	21	6.174448	0
ILMN_1810191	104.6211	22	3.775495	0.05844156
ILMN_2217270	88.46569	33	2.029698	0.9688312
ILMN_1662351	95.87678	25	2.905741	0.5142857
ILMN_1810595	95.82622	26	1.998918	0.5194805
ILMN_2370862	95.55363	16	2.931354	0.5441558
ILMN_1744211	94.41341	28	1.897849	0.6558442
ILMN_1807171	96.08041	33	2.277024	0.4922078
ILMN_1798955	100.3511	20	2.582894	0.1883117
ILMN_1697654	101.15	17	2.960748	0.1493506
ILMN_1701195	93.39382	25	3.455102	0.7350649
ILMN_1704424	100.6371	26	2.299634	0.1727273
ILMN_1683016	92.66183	15	2.063149	0.7896104
ILMN_1704410	94.83987	26	2.873829	0.6155844
ILMN_1769822	96.55087	26	2.369969	0.4428571
ILMN_1810387	152.2535	9	2.617134	0
ILMN_1754207	98.27489	20	4.310512	0.2974026
ILMN_1757220	94.15398	20	2.74384	0.6805195
ILMN_1725831	92.60075	15	1.935416	0.7948052
ILMN_1654466	106.0999	12	4.567401	0.04025974
ILMN_2093343	462.9755	25	17.57458	0
ILMN_1653026	411.5625	29	13.58809	0
ILMN_1655341	91.57948	20	2.066832	0.8636364
ILMN_1790859	90.54535	20	2.119226	0.9090909
ILMN_1657344	102.32	17	4.304073	0.1155844
ILMN_2287653	93.61832	18	2.223014	0.7220779
ILMN_1696270	98.59649	24	2.188438	0.2779221
ILMN_1674280	90.76372	15	4.395788	0.9
ILMN_1815121	97.62778	25	2.121836	0.3428572
ILMN_2356955	97.00024	28	2.496327	0.3974026
ILMN_1786601	270.6715	36	6.310627	0
ILMN_1738742	97.83554	33	2.581209	0.3285714
ILMN_1656057	165.647	19	7.236142	0
ILMN_1691508	97.6213	24	2.92953	0.3428572
ILMN_2408543	97.01159	13	2.763778	0.3961039
ILMN_2374340	119.3151	25	2.832935	0
ILMN_1736929	100.0134	26	3.566663	0.2038961
ILMN_1723969	110.4908	23	3.587349	0.01558442
ILMN_1708432	96.90898	21	3.313061	0.4051948
ILMN_1724066	156.4542	23	6.26981	0
ILMN_1714041	104.6349	17	4.456083	0.05844156
ILMN_1736426	102.1498	23	2.525769	0.1207792
ILMN_2397294	92.98528	29	2.446994	0.774026
ILMN_1769394	102.5839	29	2.565513	0.1116883
ILMN_1722798	103.2979	31	2.838069	0.09350649
ILMN_1808379	92.90692	21	3.432838	0.7766234
ILMN_1784447	92.72462	30	2.588672	0.787013
ILMN_2382906	126.1748	22	3.3623	0
ILMN_1740160	297.5742	25	12.20297	0
ILMN_1815719	602.0368	21	25.0036	0
ILMN_2043060	91.75356	19	2.61637	0.8545455
ILMN_2061565	103.0456	25	3.438545	0.0961039
ILMN_2206953	92.938	18	2.322509	0.7766234
ILMN_1718852	95.32355	16	4.132474	0.5701299
ILMN_1737025	220.1419	25	7.998385	0
ILMN_1748410	93.79562	20	3.138327	0.7116883
ILMN_1747451	184.1389	20	5.475964	0
ILMN_1670365	92.29175	21	2.474987	0.8168831
ILMN_1798841	97.2272	23	2.856137	0.3779221
ILMN_1757769	93.67	20	1.972467	0.7207792
ILMN_1719696	100.4473	21	4.269759	0.1844156
ILMN_1697880	105.7665	23	3.534774	0.04415584
ILMN_1713013	102.5174	20	2.719629	0.1142857
ILMN_1666976	291.2273	31	7.704558	0
ILMN_1724324	96.40968	24	2.437482	0.4506494
ILMN_1695490	102.7378	13	4.282188	0.1064935
ILMN_1706051	99.15843	17	3.256542	0.2480519
ILMN_3240586	687.2971	21	28.30404	0
ILMN_1731518	202.9828	27	7.933002	0
ILMN_1733666	201.5223	23	6.583081	0
ILMN_2105033	564.3517	18	22.06012	0
ILMN_1744268	115.27	23	6.220801	0.006493506
ILMN_1788005	89.08871	13	3.65624	0.9597403
ILMN_1801899	100.0125	24	2.798804	0.2038961
ILMN_1709256	99.62866	16	4.552972	0.2207792
ILMN_1685313	89.23631	19	2.382471	0.9545454
ILMN_1736792	96.53544	26	2.432616	0.4441558
ILMN_1717780	111.1901	19	3.537672	0.01168831
ILMN_1757378	101.853	18	2.392789	0.125974
ILMN_1795762	599.9211	23	20.31511	0
ILMN_1811470	98.70747	26	2.599047	0.274026
ILMN_2394250	127.0178	29	2.664269	0
ILMN_1662839	152.0985	18	5.298841	0
ILMN_1789138	101.4876	17	3.246658	0.1363636
ILMN_1715589	91.60246	22	2.225691	0.8623376
ILMN_1796339	1012.232	19	46.50071	0
ILMN_1768681	96.02324	15	5.13387	0.5012987
ILMN_1797576	109.9408	18	3.695374	0.01688312
ILMN_1755173	115.7086	22	3.563091	0.006493506
ILMN_2096083	95.69911	15	1.589048	0.5298702
ILMN_1797557	93.61475	22	2.084183	0.7233766
ILMN_1702899	98.55444	27	2.127575	0.2818182
ILMN_1663185	99.99332	23	2.057715	0.2038961
ILMN_1706610	119.5634	26	2.970868	0
ILMN_1783231	97.02754	27	1.69258	0.3961039
ILMN_2297710	259.597	20	15.47485	0
ILMN_1698323	277.3883	26	10.3386	0
ILMN_1659290	92.68793	17	2.403682	0.7896104
ILMN_1697652	139.5465	12	3.511834	0
ILMN_1708041	742.0411	20	29.07834	0
ILMN_2106449	108.6594	30	2.484947	0.02337662
ILMN_1766115	113.1446	18	3.088438	0.007792208
ILMN_2194561	99.75213	24	3.340402	0.212987
ILMN_1805606	99.21743	22	2.683851	0.2415584
ILMN_1657836	108.1604	24	3.533099	0.02467532
ILMN_1780671	89.40688	22	2.343809	0.9532468
ILMN_1736242	236.8198	20	8.609856	0
ILMN_1702020	92.22435	19	1.995815	0.8220779
ILMN_2297644	100.596	16	2.2133	0.1753247
ILMN_2358801	104.6736	24	3.278486	0.05714286
ILMN_1738680	100.0357	19	3.994194	0.2038961
ILMN_1780047	103.3572	26	3.544362	0.09220779
ILMN_1784477	101.8087	27	4.30882	0.1272727
ILMN_1744614	98.49665	21	3.449239	0.2844156
ILMN_1664499	99.65141	11	4.752683	0.2194805
ILMN_1699254	99.00732	12	3.763384	0.2558441
ILMN_1806752	100.6177	23	3.654199	0.174026
ILMN_1804652	112.9636	15	4.422413	0.007792208
ILMN_1697701	129.2703	12	5.109675	0
ILMN_1709549	106.1547	14	3.384741	0.04025974
ILMN_1683980	270.456	32	6.12825	0
ILMN_2327625	95.07479	29	3.025297	0.5961039
ILMN_1711422	117.7152	17	5.242806	0.001298701
ILMN_1694213	480.8658	20	22.98051	0
ILMN_1689968	134.3792	21	5.07405	0
ILMN_1714446	95.06013	31	2.50413	0.5974026
ILMN_1767277	96.16839	17	2.201948	0.4818182
ILMN_1662807	100.6476	16	3.884397	0.1714286
ILMN_1663802	98.88486	21	3.458685	0.2623377
ILMN_1658740	122.3291	12	10.79518	0
ILMN_1683832	89.77024	22	2.133648	0.9363636
ILMN_1807393	97.22875	10	3.362102	0.3779221
ILMN_1698587	89.15204	14	2.38357	0.9584416
ILMN_2094416	101.9926	24	2.957777	0.1220779
ILMN_1751811	93.26082	10	3.279659	0.7519481
ILMN_3238364	109.5134	24	3.464502	0.01818182
ILMN_1665562	96.43232	22	3.586049	0.4493507
